排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,600469,风神股份,5.97,0.0995,-0.0165,22.4,4.97,💥【顶级共振】RSI共振(22.4/11.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.031,平稳
2,002205,国统股份,12.82,0.0978,-0.0383,27.48,-1.42,💥【顶级共振】RSI共振(27.5/13.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.99,平稳
3,603033,三维股份,10.52,0.0978,-0.0241,27.6,5.43,💥【顶级共振】RSI共振(27.6/16.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.975,平稳
4,002275,桂林三金,13.43,0.0858,0.0007,24.23,8.08,💥【顶级共振】RSI共振(24.2/13.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.969,平稳
5,601696,中银证券,11.63,0.0843,-0.0202,28.21,0.14,💥【顶级共振】RSI+KDJ极值(28.2/0.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.927,平稳
6,603018,华设集团,7.03,0.0786,-0.0357,24.51,-1.95,💥【顶级共振】RSI共振(24.5/12.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.956,平稳
7,600597,光明乳业,6.88,0.0777,-0.0043,15.0,17.49,💥【顶级共振】RSI共振(15.0/6.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.909,平稳
8,603209,兴通股份,13.65,0.0978,-0.0159,26.38,18.04,🌟【加强级】RSI极值(26.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.968,平稳
