Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
603601,再升科技,2026-03-27,13.18,-1.93%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.52X) | 形态: 10日内有涨停 | 趋势: 高于MA20,11.87,11.85,1.52X
600428,中远海特,2026-03-25,8.39,2.32%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.29,7.76,1.03X
603176,汇通集团,2026-03-27,5.54,2.03%,动量: 突破转强 (阳线上穿5/10),5.57,5.59,0.66X
603876,鼎胜新材,2026-03-25,21.36,-0.37%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,20.09,17.66,0.80X
000155,川能动力,2026-03-25,14.53,2.54%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),14.34,13.19,1.11X
003036,泰坦股份,2026-03-27,24.64,0.57%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),19.63,17.67,1.01X
600137,浪莎股份,2026-03-27,22.49,3.21%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),21.97,21.02,0.95X
600039,四川路桥,2026-03-27,9.94,0.30%,动量: 突破转强 (阳线上穿5/10),9.94,9.95,0.81X
000582,北部湾港,2026-03-27,10.88,0.09%,动量: 突破转强 (阳线上穿5/10),11.06,10.25,0.62X
002250,联化科技,2026-03-27,15.91,3.72%,动量: 突破转强 (阳线上穿5/10),16.12,16.47,1.12X
605033,美邦股份,2026-03-27,23.16,2.12%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),23.05,22.12,0.86X
002969,嘉美包装,2026-03-27,24.99,8.65%,"形态: 两连阴 (-4.50%, -8.95%)",25.13,20.48,1.00X
003003,天元股份,2026-03-27,13.17,1.78%,动量: 突破转强 (阳线上穿5/10),13.54,13.70,0.58X
603189,网达软件,2026-03-25,19.5,1.09%,形态: 10日内有涨停,19.93,20.38,0.40X
000953,河化股份,2026-03-27,7.09,3.35%,动量: 突破转强 (阳线上穿5/10),7.18,7.28,1.19X
603668,天马科技,2026-03-27,11.17,4.49%,"形态: 两连阴 (-3.23%, -0.83%)",13.00,14.92,0.91X
600176,中国巨石,2026-03-25,25.29,4.72%,动量: 突破转强 (阳线上穿5/10),25.73,21.96,1.08X
002350,北京科锐,2026-03-27,14.79,-4.89%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,14.10,10.90,0.86X
600481,双良节能,2026-03-25,7.32,0.27%,动量: 突破转强 (阳线上穿5/10),7.61,7.84,0.93X
002519,银河电子,2026-03-27,8.27,4.03%,形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),8.45,8.62,1.25X
601598,中国外运,2026-03-27,5.82,0.17%,动量: 突破转强 (阳线上穿5/10),5.89,5.93,0.81X
002960,青鸟消防,2026-03-27,11.88,-0.25%,趋势: 高于MA20,11.25,11.29,0.77X
000590,启迪药业,2026-03-27,12.03,2.73%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),11.94,11.76,0.81X
603885,吉祥航空,2026-03-27,12.0,1.44%,动量: 突破转强 (阳线上穿5/10),12.08,13.92,0.49X
600719,大连热电,2026-03-27,7.26,-3.20%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,6.81,6.57,1.32X
600897,厦门空港,2026-03-25,16.12,3.80%,动量: 突破转强 (阳线上穿5/10),16.43,17.23,1.22X
000036,华联控股,2026-03-27,5.21,5.04%,量能: 放量 (2.06X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),5.05,5.86,2.06X
002565,顺灏股份,2026-03-27,15.28,1.19%,"形态: 10日内有涨停 | 形态: 两连阴 (-4.08%, -6.91%) | 趋势: 高于MA20",15.03,16.41,0.77X
000592,平潭发展,2026-03-27,10.56,-1.22%,形态: 10日内有涨停,11.21,12.03,0.65X
