Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
605055,迎丰股份,2026-03-02,10.05,-2.80%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,9.61,9.50,1.26X
600560,金自天正,2026-03-02,16.28,-3.50%,趋势: 多头排列 (5>20>60),16.88,16.67,1.45X
000955,欣龙控股,2026-03-02,5.47,-6.81%,量能: 放量 (1.89X),5.72,6.13,1.89X
600732,爱旭股份,2026-03-02,14.18,-2.34%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停,14.29,13.70,1.17X
002037,保利联合,2026-03-02,9.05,-1.31%,"形态: 两连阴 (-0.65%, -0.33%)",9.30,9.53,1.34X
601611,中国核建,2026-03-02,17.02,3.91%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.65X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),15.82,14.66,1.65X
002706,良信股份,2026-03-02,11.45,-0.78%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,10.99,10.68,0.99X
002488,金固股份,2026-03-02,12.57,-4.27%,趋势: 多头排列 (5>20>60),12.79,10.63,1.42X
600288,大恒科技,2026-03-02,15.55,-2.99%,趋势: 多头排列 (5>20>60),15.64,15.41,1.40X
600110,诺德股份,2026-03-02,8.47,0.95%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),7.15,7.23,0.73X
603218,日月股份,2026-03-02,14.24,0.07%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.90,13.44,1.12X
001299,美能能源,2026-03-02,14.06,1.96%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.69X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.38,12.69,1.69X
600854,春兰股份,2026-03-02,5.23,-3.51%,趋势: 多头排列 (5>20>60),5.34,5.19,1.37X
603012,创力集团,2026-03-02,8.39,1.70%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.66X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.07,6.86,1.66X
603903,中持股份,2026-03-02,12.31,-6.39%,量能: 放量 (1.50X),12.47,13.84,1.50X
605050,福然德,2026-03-02,13.63,-0.80%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,13.46,13.33,1.22X
601898,中煤能源,2026-03-02,16.55,9.10%,趋势: 多头排列 (5>20>60) | 量能: 放量 (2.32X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),14.18,13.52,2.32X
601061,中信金属,2026-03-02,16.0,0.57%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),15.01,14.72,1.38X
600057,厦门象屿,2026-03-02,8.54,0.47%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.23,8.43,1.47X
000048,京基智农,2026-03-02,17.97,-5.72%,量能: 放量 (1.59X),18.15,15.75,1.59X
600106,重庆路桥,2026-03-02,6.11,-3.17%,量能: 放量 (1.86X),6.31,6.33,1.86X
603272,联翔股份,2026-03-02,22.48,-10.01%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.21%, -1.46%)",22.93,20.92,1.36X
000407,胜利股份,2026-03-02,5.33,2.30%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.67X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),5.17,5.02,1.67X
603889,新澳股份,2026-03-02,9.23,0.33%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.43%, -0.54%) | 趋势: 高于MA20",9.13,8.38,1.36X
002258,利尔化学,2026-03-02,16.65,-0.60%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,16.58,14.76,0.99X
601777,千里科技,2026-03-02,11.12,-4.55%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,10.91,10.87,0.81X
002782,可立克,2026-03-02,23.41,-0.97%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,22.60,20.11,1.04X
603238,诺邦股份,2026-03-02,17.98,-4.00%,"形态: 两连阴 (-0.68%, -0.90%)",18.85,18.14,1.02X
603022,新通联,2026-03-02,11.17,-3.96%,趋势: 多头排列 (5>20>60),11.44,10.82,1.44X
001338,永顺泰,2026-03-02,12.83,-0.39%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,12.66,12.39,1.19X
603861,白云电器,2026-03-02,20.49,9.98%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),17.21,14.15,1.28X
603300,海南华铁,2026-03-02,7.34,-3.93%,趋势: 高于MA20,7.30,7.43,1.21X
002774,快意电梯,2026-03-02,11.14,-2.71%,趋势: 多头排列 (5>20>60),11.32,10.69,1.34X
002476,宝莫股份,2026-03-02,6.88,1.78%,量能: 放量 (1.84X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.52,6.57,1.84X
002648,卫星化学,2026-03-02,24.7,5.65%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),23.01,19.43,1.48X
002438,江苏神通,2026-03-02,18.38,-2.34%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,17.85,16.23,0.83X
603172,万丰股份,2026-03-02,23.54,-4.66%,"形态: 两连阴 (-3.10%, -1.32%)",25.03,20.62,0.84X
002268,电科网安,2026-03-02,20.23,0.55%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),19.85,19.54,1.32X
603709,中源家居,2026-03-02,18.38,-3.26%,趋势: 多头排列 (5>20>60),18.54,17.82,1.49X
002064,华峰化学,2026-03-02,12.48,0.56%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.71%, -0.88%) | 趋势: 高于MA20",12.38,11.29,1.14X
600338,西藏珠峰,2026-03-02,19.66,-1.55%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,18.77,16.64,1.21X
002237,恒邦股份,2026-03-02,20.49,8.41%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.83X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),18.53,15.30,1.83X
601339,百隆东方,2026-03-02,7.15,0.14%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),7.02,6.14,1.44X
600769,祥龙电业,2026-03-02,13.07,-3.40%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,12.62,12.61,1.08X
002678,珠江钢琴,2026-03-02,5.92,-4.05%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,5.71,5.37,0.72X
600271,航天信息,2026-03-02,9.91,-2.08%,量能: 放量 (1.54X),10.11,10.37,1.54X
600667,太极实业,2026-03-02,10.7,-3.43%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,10.16,8.87,0.61X
002734,利民股份,2026-03-02,21.58,-4.00%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,20.11,17.69,1.25X
002248,华东数控,2026-03-02,14.27,-3.97%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,12.94,12.26,1.08X
002675,东诚药业,2026-03-02,12.89,-3.08%,"形态: 两连阴 (-1.41%, -0.08%)",13.60,14.01,1.40X
002348,高乐股份,2026-03-02,8.14,0.74%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.59,6.18,1.10X
000811,冰轮环境,2026-03-02,21.5,5.34%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),17.84,16.84,1.38X
000532,华金资本,2026-03-02,15.36,-7.86%,趋势: 多头排列 (5>20>60) | 量能: 放量 (2.44X),16.16,15.89,2.44X
002478,常宝股份,2026-03-02,13.0,-3.92%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,10.70,9.18,0.97X
002208,合肥城建,2026-03-02,15.35,-1.35%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,14.68,13.06,0.67X
002493,荣盛石化,2026-03-02,16.02,2.69%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),14.63,12.10,1.37X
002283,天润工业,2026-03-02,10.63,-4.58%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,8.53,7.00,0.75X
002350,北京科锐,2026-03-02,11.89,-3.49%,趋势: 多头排列 (5>20>60) | 量能: 放量 (2.50X) | 形态: 10日内有涨停 | 趋势: 高于MA20,10.01,9.10,2.50X
002545,东方铁塔,2026-03-02,29.96,9.99%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.53X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),26.95,22.05,1.53X
002446,盛路通信,2026-03-02,11.43,1.33%,量能: 放量 (1.76X) | 动量: 突破转强 (阳线上穿5/10),11.57,10.75,1.76X
002405,四维图新,2026-03-02,10.68,-2.20%,趋势: 多头排列 (5>20>60),10.73,9.78,0.99X
002012,凯恩股份,2026-03-02,7.24,-1.90%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,6.85,6.45,0.92X
