Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
002973,侨银股份,2026-02-27,15.59,10.02%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (2.04X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.14%, -2.95%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",14.69,14.09,2.04X
