Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
603685,晨丰科技,2026-03-17,29.65,10.02%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.58X) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.08%, -0.41%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",27.55,22.53,1.58X
