Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
605055,迎丰股份,2026-03-17,9.04,-2.06%,"形态: 两连阴 (-1.56%, -2.33%)",9.89,9.68,0.68X
600560,金自天正,2026-03-17,15.59,-2.13%,"形态: 两连阴 (-0.12%, -0.44%)",16.43,16.57,0.75X
600732,爱旭股份,2026-03-17,14.79,-0.60%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.69%, -2.11%)",14.80,14.04,0.70X
002037,保利联合,2026-03-17,8.61,-0.81%,"形态: 两连阴 (-0.56%, -1.36%)",8.97,9.38,1.06X
601611,中国核建,2026-03-17,16.43,-8.21%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停,16.50,15.63,0.77X
002706,良信股份,2026-03-17,11.42,-4.52%,趋势: 多头排列 (5>20>60),11.59,11.04,0.78X
600288,大恒科技,2026-03-17,14.72,-2.00%,"形态: 两连阴 (-1.18%, -0.33%)",15.49,15.45,0.88X
600110,诺德股份,2026-03-17,8.01,-4.30%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,7.79,7.32,0.99X
603218,日月股份,2026-03-17,15.1,-4.55%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,14.45,13.81,1.06X
001299,美能能源,2026-03-17,13.44,-1.97%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.21%, -1.79%)",13.82,13.09,0.73X
600854,春兰股份,2026-03-17,5.3,-1.30%,趋势: 多头排列 (5>20>60),5.34,5.19,0.90X
603012,创力集团,2026-03-17,7.99,-2.20%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.84%, -0.49%)",8.19,7.30,0.59X
601898,中煤能源,2026-03-17,17.73,-2.74%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.79%, -3.13%) | 趋势: 高于MA20",16.54,14.31,0.75X
601061,中信金属,2026-03-17,12.93,-1.97%,"形态: 两连阴 (-1.02%, -2.94%)",14.44,14.68,1.04X
600057,厦门象屿,2026-03-17,8.57,0.12%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.36,8.39,0.89X
000048,京基智农,2026-03-17,19.36,-3.97%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,18.48,16.81,0.79X
600106,重庆路桥,2026-03-17,5.9,-1.01%,"形态: 两连阴 (-1.00%, -0.17%)",6.11,6.28,0.88X
600226,亨通股份,2026-03-17,5.11,-5.72%,形态: 10日内有涨停,5.75,5.60,0.87X
000407,胜利股份,2026-03-17,5.05,0.20%,"形态: 两连阴 (-1.93%, -0.98%)",5.21,5.07,0.60X
002258,利尔化学,2026-03-17,15.6,-3.76%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.58%, -2.53%)",16.29,15.31,0.66X
002782,可立克,2026-03-17,23.73,-4.55%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-6.48%, -1.51%)",24.07,21.46,0.67X
001338,永顺泰,2026-03-17,13.32,-2.70%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,12.89,12.59,1.01X
603861,白云电器,2026-03-17,16.86,-2.88%,"形态: 两连阴 (-4.32%, -6.77%)",18.80,15.60,0.78X
002648,卫星化学,2026-03-17,25.99,-3.78%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-2.92%, -4.39%) | 趋势: 高于MA20",24.95,21.21,0.85X
002438,江苏神通,2026-03-17,17.71,-4.22%,形态: 10日内有涨停,18.41,16.92,0.89X
002268,电科网安,2026-03-17,18.56,-2.73%,"形态: 两连阴 (-4.39%, -0.47%)",19.69,19.83,0.78X
601108,财通证券,2026-03-17,8.3,0.24%,"形态: 两连阴 (-1.19%, -0.24%)",8.52,8.74,1.30X
002064,华峰化学,2026-03-17,10.43,-0.95%,"形态: 两连阴 (-3.43%, -1.59%)",11.81,11.67,0.70X
002688,金河生物,2026-03-17,6.3,-3.82%,趋势: 高于MA20,6.21,6.21,0.74X
600376,首开股份,2026-03-17,5.25,-5.75%,"形态: 10日内有涨停 | 形态: 两连阴 (-1.93%, -0.54%)",5.45,5.65,0.76X
600338,西藏珠峰,2026-03-17,17.31,-2.04%,"形态: 两连阴 (-1.29%, -3.97%)",18.29,17.37,0.73X
