Code,Name,Latest_Close,Latest_Date,RSI,MACD_DIFF,MACD_DEA,Operation_Suggestion
002406,远东传动,8.95,2026-05-27,63.199377681893566,0.1807113124207298,0.15064340212178062,稳健启动型 (回踩潜伏)
