Code,Name,Latest_Close,Latest_Date,RSI,MACD_DIFF,MACD_DEA,Operation_Suggestion
601003,柳钢股份,5.76,2026-02-27,64.08028359199172,0.08703841078351982,0.03301325116289482,稳健启动型 (回踩潜伏)
000544,中原环保,8.97,2026-02-27,64.75574795364263,0.07550575530943959,0.04577947987156354,稳健启动型 (回踩潜伏)
603269,海鸥股份,14.66,2026-02-27,64.88733859398327,0.11733140676542497,-0.07230784378398059,稳健启动型 (回踩潜伏)
600714,金瑞矿业,17.96,2026-02-27,65.19384349838589,0.7785324688105408,0.6508233082559555,稳健启动型 (回踩潜伏)
000862,银星能源,6.88,2026-02-27,66.16882583270265,0.11548159601615726,0.08020552428003755,稳健启动型 (回踩潜伏)
600409,三友化工,8.8,2026-02-25,67.46066748840593,0.4029142555875467,0.3494309641881378,高爆发/警惕型 (追涨)
002576,通达动力,19.99,2026-02-27,67.66866613787651,0.42388200007409793,0.30077029953217804,高爆发/警惕型 (追涨)
000899,赣能股份,12.07,2026-02-25,68.78102843883795,0.19461227373014367,0.1163752184406675,稳健启动型 (回踩潜伏)
000791,甘肃能源,7.71,2026-02-27,70.19078821967146,0.10836105594473544,0.029239747102503495,稳健启动型 (回踩潜伏)
603318,水发燃气,8.02,2026-02-27,70.69834488724395,0.1361948544642715,0.0767060748326103,高爆发/警惕型 (追涨)
600744,华银电力,7.94,2026-02-27,72.71159890289503,0.18940083554671183,0.07097453748586041,高爆发/警惕型 (追涨)
002633,申科股份,19.35,2026-02-27,72.72464433906177,0.3924972915626448,0.15216890882848344,高爆发/警惕型 (追涨)
603070,万控智造,16.92,2026-02-27,74.41772315702615,0.4760221850502919,0.3362377399985198,高爆发/警惕型 (追涨)
