代码,名称,最新日期,现价,今日量比,RSI6,K值,距60日线空间,今日涨跌
002038,双鹭药业,2026-02-09,6.61,0.54,15.6,19.2,15.2%,0.2%
603718,海利生物,2026-02-09,5.43,0.72,18.5,10.2,19.0%,1.3%
