Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
002858,力盛体育,2026-05-06,16.79,-1.81%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,15.78,15.77,1.13X
002519,银河电子,2026-05-06,8.29,1.97%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.13,8.55,1.15X
600232,金鹰股份,2026-05-06,8.65,0.82%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.52,8.42,1.15X
000036,华联控股,2026-05-06,5.59,0.00%,趋势: 高于MA20,5.09,5.23,0.94X
002811,郑中设计,2026-05-06,14.0,0.86%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.54,14.30,1.36X
603518,锦泓集团,2026-05-06,9.89,-0.60%,趋势: 高于MA20,9.13,9.29,0.82X
603278,大业股份,2026-05-06,12.32,10.00%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),11.59,11.73,0.85X
600601,方正科技,2026-05-06,11.86,1.63%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),11.00,10.78,0.91X
600970,中材国际,2026-05-06,9.35,0.21%,"形态: 两连阴 (-4.81%, -1.79%)",10.30,10.60,1.10X
002301,齐心集团,2026-05-06,7.12,3.19%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.92,7.23,1.03X
002806,华锋股份,2026-05-06,14.31,1.63%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),14.10,14.56,1.07X
603178,圣龙股份,2026-05-06,19.5,0.21%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),17.33,16.85,1.35X
600333,长春燃气,2026-05-06,5.77,0.00%,"形态: 两连阴 (-0.85%, -1.37%) | 趋势: 高于MA20",5.41,5.62,0.67X
600857,宁波中百,2026-05-06,12.65,-0.47%,趋势: 高于MA20,12.07,12.58,1.04X
605222,起帆电缆,2026-05-06,34.78,-4.37%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,29.03,23.96,1.42X
002512,达华智能,2026-05-06,4.41,2.32%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),4.07,4.74,1.26X
605069,正和生态,2026-05-06,14.32,0.92%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.08,13.25,0.76X
002010,传化智联,2026-05-06,5.83,0.00%,趋势: 高于MA20,5.81,6.13,1.35X
603588,高能环境,2026-05-06,14.79,1.44%,"形态: 两连阴 (-0.54%, -1.29%)",15.69,13.80,1.35X
600428,中远海特,2026-05-06,8.54,-0.23%,"形态: 两连阴 (-4.98%, -0.23%)",9.01,8.50,1.12X
603272,联翔股份,2026-05-06,28.14,5.00%,量能: 放量 (2.94X) | 形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),28.64,25.95,2.94X
