Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
003042,中农联合,2026-05-18,16.71,0.36%,"形态: 两连阴 (-1.24%, -0.72%)",16.92,17.58,1.24X
002237,恒邦股份,2026-05-18,14.86,-2.43%,"形态: 两连阴 (-3.42%, -5.52%)",16.71,16.43,0.90X
603022,新通联,2026-05-18,11.49,1.14%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.17%, -0.70%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",11.06,10.93,1.08X
000862,银星能源,2026-05-18,7.11,2.30%,"形态: 两连阴 (-5.44%, -2.39%) | 趋势: 高于MA20",6.81,7.03,0.59X
000407,胜利股份,2026-05-18,4.66,4.02%,量能: 放量 (1.78X) | 动量: 突破转强 (阳线上穿5/10),4.67,4.88,1.78X
002669,康达新材,2026-05-18,13.78,-2.13%,趋势: 多头排列 (5>20>60),13.96,13.71,1.16X
002345,潮宏基,2026-05-18,9.53,-1.95%,"形态: 两连阴 (-1.97%, -2.11%)",10.55,10.85,1.05X
000948,南天信息,2026-05-18,14.8,0.48%,"形态: 两连阴 (-3.53%, -0.07%)",15.07,15.69,0.65X
600802,福建水泥,2026-05-18,5.55,0.00%,"形态: 两连阴 (-2.25%, -1.94%)",5.65,5.94,1.21X
600643,爱建集团,2026-05-18,4.73,0.21%,"形态: 两连阴 (-3.41%, -1.87%)",4.89,4.93,0.67X
600063,皖维高新,2026-05-18,6.23,-4.30%,"形态: 两连阴 (-1.51%, -0.31%)",6.85,7.00,1.45X
603356,华菱精工,2026-05-18,19.43,-2.41%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,18.46,18.22,0.85X
600051,宁波联合,2026-05-18,7.48,0.40%,"形态: 两连阴 (-1.80%, -2.61%)",7.61,7.76,0.81X
002277,友阿股份,2026-05-18,6.44,-1.53%,形态: 10日内有涨停 | 趋势: 高于MA20,6.06,6.37,0.94X
603335,迪生力,2026-05-18,7.23,-1.36%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.41%, -0.27%) | 趋势: 高于MA20",7.07,6.38,0.94X
600191,华资实业,2026-05-18,10.93,-0.64%,"形态: 两连阴 (-3.89%, -5.17%)",12.43,12.40,0.84X
000953,河化股份,2026-05-18,7.06,-0.56%,趋势: 高于MA20,6.84,7.04,0.94X
600028,中国石化,2026-05-18,5.14,0.19%,"形态: 两连阴 (-0.39%, -0.39%)",5.34,5.98,0.74X
600510,黑牡丹,2026-05-18,9.23,-7.88%,形态: 10日内有涨停,10.41,9.40,1.49X
002131,利欧股份,2026-05-18,6.9,4.86%,量能: 放量 (1.54X) | 动量: 突破转强 (阳线上穿5/10),7.17,7.81,1.54X
000058,深 赛 格,2026-05-18,7.92,-0.13%,"形态: 两连阴 (-2.05%, -2.22%)",8.12,8.33,0.74X
000950,重药控股,2026-05-18,6.44,-3.59%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,6.16,5.97,0.68X
002806,华锋股份,2026-05-18,14.83,1.09%,"形态: 两连阴 (-0.33%, -3.17%) | 趋势: 高于MA20",14.52,14.70,0.94X
002596,海南瑞泽,2026-05-18,3.9,-0.51%,"形态: 两连阴 (-1.49%, -1.26%) | 趋势: 高于MA20",3.69,3.88,0.65X
002097,山河智能,2026-05-18,9.51,-1.96%,"形态: 两连阴 (-3.74%, -0.72%)",9.99,10.45,0.74X
603889,新澳股份,2026-05-18,7.96,-3.28%,"形态: 两连阴 (-2.37%, -0.12%)",8.73,8.51,1.41X
600233,圆通速递,2026-05-18,19.78,-2.47%,"形态: 两连阴 (-1.02%, -0.78%)",21.25,20.12,1.48X
600515,海南机场,2026-05-18,3.29,0.30%,"形态: 两连阴 (-3.16%, -2.67%)",3.50,3.77,0.74X
002582,好想你,2026-05-18,12.14,0.08%,"形态: 两连阴 (-2.55%, -0.98%)",12.47,11.76,0.60X
601118,海南橡胶,2026-05-18,7.34,1.94%,"形态: 两连阴 (-4.99%, -2.96%) | 趋势: 高于MA20",7.10,7.12,0.78X
603738,泰晶科技,2026-05-18,54.0,-2.84%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,42.03,29.59,0.98X
000505,京粮控股,2026-05-18,6.55,-1.36%,"形态: 两连阴 (-4.48%, -2.78%)",6.64,6.89,0.60X
002879,长缆科技,2026-05-18,17.78,-0.11%,"形态: 两连阴 (-3.68%, -2.84%)",19.63,21.02,0.58X
002763,汇洁股份,2026-05-18,8.41,2.31%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.80%, -16.72%)",8.81,8.18,0.76X
600198,大唐电信,2026-05-18,9.29,-0.21%,"形态: 10日内有涨停 | 形态: 两连阴 (-6.50%, -2.00%) | 趋势: 高于MA20",8.80,8.80,0.44X
603221,爱丽家居,2026-05-18,11.99,-1.48%,趋势: 高于MA20,11.97,11.99,1.04X
000739,普洛药业,2026-05-18,16.71,0.66%,"形态: 10日内有涨停 | 形态: 两连阴 (-3.99%, -4.10%)",17.99,17.87,0.78X
603885,吉祥航空,2026-05-18,10.71,-4.72%,"形态: 两连阴 (-2.73%, -1.49%)",11.69,12.27,1.46X
600596,新安股份,2026-05-18,11.7,-1.85%,"形态: 两连阴 (-2.56%, -2.13%)",12.31,12.22,0.89X
000729,燕京啤酒,2026-05-18,12.36,0.73%,"形态: 两连阴 (-1.11%, -1.60%)",12.83,12.96,1.10X
600638,新黄浦,2026-05-18,6.12,1.32%,"形态: 两连阴 (-4.02%, -2.74%)",6.21,6.34,0.60X
002347,泰尔股份,2026-05-18,8.4,-0.47%,趋势: 高于MA20,8.22,8.63,1.03X
600158,中体产业,2026-05-18,13.12,-10.01%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,12.11,11.22,0.76X
603628,清源股份,2026-05-18,11.97,-1.16%,"形态: 两连阴 (-3.38%, -1.54%)",12.83,14.01,0.86X
603518,锦泓集团,2026-05-18,9.4,-2.49%,趋势: 多头排列 (5>20>60),9.43,9.25,1.08X
605555,德昌股份,2026-05-18,16.61,1.59%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),16.02,16.31,1.28X
002651,利君股份,2026-05-18,9.15,-1.19%,"形态: 两连阴 (-4.22%, -0.43%)",9.57,9.85,0.42X
002099,海翔药业,2026-05-18,5.89,3.88%,"形态: 两连阴 (-4.18%, -1.05%)",6.55,7.11,1.07X
600817,宇通重工,2026-05-18,10.62,-2.03%,"形态: 两连阴 (-1.53%, -1.00%)",11.90,11.82,1.14X
600353,旭光电子,2026-05-18,21.12,0.14%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),17.99,16.86,0.70X
002164,宁波东力,2026-05-18,14.15,-0.98%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.50X) | 趋势: 高于MA20,13.14,12.98,1.50X
603332,苏州龙杰,2026-05-18,14.29,-1.58%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.88%, -0.82%) | 趋势: 高于MA20",14.26,13.64,0.85X
002423,中粮资本,2026-05-18,9.68,0.94%,"形态: 两连阴 (-2.87%, -2.34%)",10.12,10.57,0.88X
603098,森特股份,2026-05-18,13.28,1.76%,"形态: 两连阴 (-0.89%, -1.88%)",14.31,15.33,0.89X
002666,德联集团,2026-05-18,5.01,0.00%,"形态: 两连阴 (-1.37%, -0.40%)",5.18,5.48,1.09X
601598,中国外运,2026-05-18,5.88,-3.13%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.65%, -1.30%)",6.07,6.01,1.23X
000506,招金黄金,2026-05-18,14.17,-1.87%,"形态: 两连阴 (-4.21%, -5.31%)",16.30,17.72,0.89X
000633,合金投资,2026-05-18,6.36,0.79%,"形态: 两连阴 (-2.74%, -1.10%)",6.64,6.99,1.04X
605077,华康股份,2026-05-18,18.51,2.27%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.74%, -3.36%) | 趋势: 高于MA20",17.25,16.07,0.89X
601898,中煤能源,2026-05-18,17.41,3.57%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),17.13,17.14,1.39X
600531,豫光金铅,2026-05-18,14.9,-2.74%,趋势: 多头排列 (5>20>60),15.62,15.20,0.67X
000802,北京文化,2026-05-18,5.24,1.55%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),4.55,4.29,0.67X
600719,大连热电,2026-05-18,8.93,-2.83%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-9.97%, -5.74%) | 趋势: 高于MA20",8.41,7.30,0.53X
600714,金瑞矿业,2026-05-18,27.72,10.00%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),21.43,19.99,0.82X
603505,金石资源,2026-05-18,21.67,6.38%,量能: 放量 (2.45X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),18.55,19.00,2.45X
000973,佛塑科技,2026-05-18,16.52,-2.65%,"形态: 两连阴 (-10.01%, -3.74%)",19.03,17.01,0.78X
603879,永悦科技,2026-05-18,5.78,0.00%,"形态: 两连阴 (-1.35%, -1.03%) | 趋势: 高于MA20",5.77,5.85,1.23X
