Code,Name,LatestDate,Close,MA_Used,MA_Value,MaxClose,Fall_%,AdjustmentDays
603530,神马电力,2025-12-10,41.67,MA30,42.74666666666666,51.88,19.68%,21
000612,焦作万方,2025-12-12,9.85,MA30,10.157333333333334,11.4,13.60%,22
