Code,Name,LatestDate,Close,MA_Used,MA_Value,MaxClose,Fall_%,AdjustmentDays
002240,盛新锂能,2025-12-04,30.3,MA30,30.009666666666668,40.7,25.55%,10
002326,永太科技,2025-12-04,22.9,MA30,23.275333333333332,31.03,26.20%,13
000546,金圆股份,2025-12-04,5.87,MA30,5.813000000000001,7.6,22.76%,11
002407,多氟多,2025-12-04,31.74,MA30,31.538999999999998,40.65,21.92%,13
000892,欢瑞世纪,2025-12-04,7.35,MA30,7.476,9.75,24.62%,6
002877,智能自控,2025-12-03,9.31,MA30,9.309666666666667,12.0,22.42%,9
601279,英利汽车,2025-12-03,4.6,MA30,4.664000000000001,5.78,20.42%,9
001216,华瓷股份,2025-12-04,16.59,MA30,16.863666666666667,22.67,26.82%,11
