Code,Name,LatestDate,Close,MA_Used,MA_Value,MaxClose,Fall_%,AdjustmentDays
002589,瑞康医药,2025-12-24,3.49,MA30,3.397,4.69,25.59%,12
600981,苏豪汇鸿,2025-12-24,3.32,MA30,3.252666666666667,3.83,13.32%,12
