Code,Name,LatestDate,Close,MA_Used,MA_Value,MaxClose,Fall_%,AdjustmentDays
000090,天健集团,2025-12-05,3.96,MA30,4.036333333333333,4.88,18.85%,14
000949,新乡化纤,2025-12-05,4.72,MA30,4.78,5.51,14.34%,15
