Code,Name,LatestDate,Close,MA_Used,MA_Value,MaxClose,Fall_%,AdjustmentDays
002612,朗姿股份,2025-12-10,19.59,MA30,20.528333333333332,23.64,17.13%,15
000949,新乡化纤,2025-12-10,4.58,MA30,4.816333333333334,5.51,16.88%,18
