排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,603668,天马科技,13.65,0.0912,-0.0051,21.15,28.31,💥【顶级共振】RSI共振(21.1/16.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.09,平稳
2,000017,深中华A,7.14,0.0904,-0.0111,28.85,-0.96,💥【顶级共振】RSI共振(28.9/17.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.12,平稳
3,002187,广百股份,6.67,0.0813,-0.0162,27.27,31.75,💥【顶级共振】RSI共振(27.3/17.1),持有,1.104,平稳
4,603277,银都股份,15.21,0.081,-0.0046,26.06,1.8,💥【顶级共振】RSI+KDJ极值(26.1/1.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.988,平稳
5,002103,广博股份,8.85,0.097,-0.0067,28.44,24.16,🌟【加强级】RSI极值(28.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.964,平稳
6,603535,嘉诚国际,9.07,0.0903,-0.012,27.17,11.47,🌟【加强级】RSI极值(27.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.957,平稳
7,600480,凌云股份,10.77,0.0896,-0.0119,28.8,21.12,🌟【加强级】RSI极值(28.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.964,平稳
8,605108,同庆楼,17.58,0.0877,0.0,24.57,8.13,🌟【加强级】RSI极值(24.6),持有,0.961,平稳
9,600095,湘财股份,10.02,0.0653,-0.0157,28.54,12.14,🌟【加强级】RSI极值(28.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.059,平稳
