排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,002668,TCL智家,9.12,0.0979,-0.0256,25.07,-10.17,💥【顶级共振】RSI共振(25.1/11.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.967,平稳
2,002453,华软科技,5.84,0.096,-0.0331,28.79,-9.95,💥【顶级共振】RSI共振(28.8/15.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.006,平稳
3,000886,海南高速,5.94,0.0959,-0.0326,24.99,15.35,💥【顶级共振】RSI共振(25.0/13.3) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.964,平稳
4,002783,凯龙股份,9.35,0.0957,-0.0469,25.28,-5.14,💥【顶级共振】RSI共振(25.3/15.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.074,平稳
5,002483,润邦股份,7.35,0.0937,-0.0504,28.71,-6.8,💥【顶级共振】RSI共振(28.7/12.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.112,平稳
6,003042,中农联合,17.13,0.0922,-0.0387,27.85,0.69,💥【顶级共振】RSI共振(27.9/11.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.074,平稳
7,603569,长久物流,6.97,0.0841,-0.0279,27.94,7.16,💥【顶级共振】RSI共振(27.9/13.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.963,平稳
8,600095,湘财股份,9.84,0.0821,-0.0111,24.76,36.75,💥【顶级共振】RSI共振(24.8/17.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.044,平稳
9,002749,国光股份,13.2,0.0814,-0.0237,22.42,-7.5,💥【顶级共振】RSI共振(22.4/4.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.958,平稳
10,600235,民丰特纸,6.77,0.0789,-0.0301,26.26,-0.31,💥【顶级共振】RSI共振(26.3/12.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.068,平稳
11,002907,华森制药,13.83,0.0743,-0.0233,28.53,31.48,💥【顶级共振】RSI共振(28.5/17.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.937,平稳
12,600909,华安证券,6.01,0.0725,-0.0228,23.21,24.34,💥【顶级共振】RSI共振(23.2/12.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.098,平稳
13,600419,天润乳业,9.28,0.0683,-0.0252,25.06,14.36,💥【顶级共振】RSI共振(25.1/9.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.968,平稳
14,000686,东北证券,8.42,0.0676,-0.0164,23.19,13.59,💥【顶级共振】RSI共振(23.2/9.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.081,平稳
15,603227,雪峰科技,8.49,0.067,-0.0297,27.88,-3.18,💥【顶级共振】RSI共振(27.9/11.3) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.98,平稳
16,601108,财通证券,8.19,0.0651,-0.0133,28.64,17.84,💥【顶级共振】RSI共振(28.6/16.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.073,平稳
17,603277,银都股份,14.88,0.0899,-0.0198,23.03,8.43,🌟【加强级】RSI极值(23.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.981,平稳
