排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
18,603949,雪龙集团,18.45,0.071,-0.0416,20.83,-1.63,💥【顶级共振】RSI共振(20.8/7.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.016,平稳
19,002846,英联股份,14.87,0.0706,-0.0535,26.19,18.52,💥【顶级共振】RSI共振(26.2/16.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.1,平稳
20,601319,中国人保,8.56,0.0696,-0.0012,20.56,7.4,💥【顶级共振】RSI共振(20.6/7.3) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.117,平稳
21,603982,泉峰汽车,8.36,0.069,-0.0402,26.31,-4.65,💥【顶级共振】RSI共振(26.3/9.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.959,平稳
22,002790,瑞尔特,8.16,0.0685,-0.0366,23.99,-3.84,💥【顶级共振】RSI共振(24.0/11.3) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.093,平稳
23,002676,顺威股份,7.59,0.0676,-0.0453,23.2,9.74,💥【顶级共振】RSI共振(23.2/9.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.051,平稳
24,603901,永创智能,13.74,0.0666,-0.0432,25.32,9.07,💥【顶级共振】RSI共振(25.3/15.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.252,平稳
25,000058,深 赛 格,8.67,0.0657,-0.0462,26.84,-2.3,💥【顶级共振】RSI共振(26.8/14.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.041,平稳
26,603633,徕木股份,8.75,0.0652,-0.0395,22.53,5.1,💥【顶级共振】RSI共振(22.5/8.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.02,平稳
27,603648,畅联股份,10.12,0.063,-0.0344,17.13,-0.67,💥【顶级共振】RSI共振(17.1/6.6) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.008,平稳
28,002590,万安科技,14.0,0.0629,-0.045,26.12,3.72,💥【顶级共振】RSI共振(26.1/11.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.06,平稳
29,002675,东诚药业,12.89,0.0625,-0.0308,22.96,15.76,💥【顶级共振】RSI共振(23.0/14.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.938,平稳
30,002331,皖通科技,8.9,0.0612,-0.0273,25.65,-1.64,💥【顶级共振】RSI共振(25.6/10.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.103,平稳
31,605008,长鸿高科,12.89,0.0632,0.0,27.83,25.94,🌟【加强级】RSI极值(27.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.946,平稳
32,600095,湘财股份,10.46,0.0602,-0.0095,28.93,20.88,🌟【加强级】RSI极值(28.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.088,平稳
