排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,000936,华西股份,8.05,0.0985,-0.0242,28.08,1.48,💥【顶级共振】RSI共振(28.1/13.6) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.119,平稳
2,000626,远大控股,7.45,0.097,-0.0027,25.48,0.64,💥【顶级共振】RSI共振(25.5/13.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.136,平稳
3,000716,黑芝麻,6.03,0.0905,-0.0033,27.13,-2.8,💥【顶级共振】RSI共振(27.1/12.3) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.979,平稳
4,601086,国芳集团,9.65,0.0897,0.001,28.01,-5.05,💥【顶级共振】RSI共振(28.0/18.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.004,平稳
5,002550,千红制药,7.72,0.081,-0.0115,28.17,21.01,💥【顶级共振】RSI共振(28.2/15.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.987,平稳
6,002701,奥瑞金,5.59,0.0791,-0.0141,24.36,6.29,💥【顶级共振】RSI共振(24.4/8.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.058,平稳
7,000421,南京公用,6.88,0.0777,-0.0058,26.6,3.29,💥【顶级共振】RSI共振(26.6/9.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.066,平稳
8,000597,东北制药,5.13,0.074,-0.0135,26.85,14.61,💥【顶级共振】RSI共振(26.9/9.5) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.988,平稳
9,000919,金陵药业,7.44,0.0735,-0.0159,27.32,-1.93,💥【顶级共振】RSI共振(27.3/12.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.084,平稳
10,002926,华西证券,8.81,0.0677,-0.0156,22.85,-1.04,💥【顶级共振】RSI共振(22.9/10.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.011,平稳
11,601901,方正证券,7.64,0.066,-0.0104,26.52,-2.62,💥【顶级共振】RSI共振(26.5/12.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.994,平稳
12,603231,索宝蛋白,18.71,0.065,0.0005,28.11,3.63,💥【顶级共振】RSI共振(28.1/12.3) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.08,平稳
13,000885,城发环境,13.36,0.0631,-0.0162,25.4,-3.6,💥【顶级共振】RSI共振(25.4/13.7) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.004,平稳
14,600679,上海凤凰,12.73,0.0626,-0.0078,28.84,1.79,💥【顶级共振】RSI共振(28.8/16.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.019,平稳
