排名,股票代码,股票名称,最新价格,最大回撤,当日跌幅,RSI(14),KDJ(J),行动提示,退出提示,MA50/MA250,MA50/MA250趋势
1,600933,爱柯迪,18.46,0.0991,-0.0375,27.14,-5.28,💥【顶级共振】RSI共振(27.1/14.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.061,平稳
2,600444,国机通用,17.86,0.0948,-0.0165,28.99,-3.84,💥【顶级共振】RSI+KDJ极值(29.0/-3.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.101,平稳
3,603101,汇嘉时代,9.58,0.0945,-0.0073,27.52,-3.94,💥【顶级共振】RSI共振(27.5/9.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.121,平稳
4,600318,新力金融,8.54,0.0944,-0.0127,25.27,2.45,💥【顶级共振】RSI共振(25.3/10.1) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.954,平稳
5,002928,华夏航空,10.26,0.0928,-0.0238,27.98,-4.66,💥【顶级共振】RSI共振(28.0/15.0) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.187,平稳
6,002449,国星光电,8.3,0.0919,-0.0235,25.83,-14.5,💥【顶级共振】RSI共振(25.8/10.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.932,平稳
7,601136,首创证券,17.77,0.0915,-0.0062,16.79,13.84,💥【顶级共振】RSI共振(16.8/9.6) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.955,平稳
8,002675,东诚药业,13.5,0.0903,-0.0196,20.33,-8.48,💥【顶级共振】RSI共振(20.3/4.6) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.966,平稳
9,601238,广汽集团,7.79,0.09,-0.0164,25.49,10.84,💥【顶级共振】RSI共振(25.5/16.9) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.036,平稳
10,601686,友发集团,6.01,0.0894,-0.0521,23.5,6.16,💥【顶级共振】RSI共振(23.5/10.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.074,平稳
11,601186,中国铁建,7.13,0.0882,-0.0193,15.87,1.19,💥【顶级共振】RSI共振(15.9/8.2) | 🎯【震荡-高吸】触及BOLL下轨,持有,0.975,平稳
12,605169,洪通燃气,13.21,0.0877,-0.0414,27.39,-7.1,💥【顶级共振】RSI共振(27.4/11.8) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.09,平稳
13,603035,常熟汽饰,15.1,0.0876,-0.0201,20.61,-7.2,💥【顶级共振】RSI共振(20.6/4.4) | 🎯【震荡-高吸】触及BOLL下轨,持有,1.059,平稳
