Code,Name,Latest_Date,Latest_Close,Matched_Conditions,MA20,MA60,Volume_Ratio
600273,嘉化能源,2025-11-28,8.33,形态: 两连阴,8.68,8.48,0.09X
000069,华侨城Ａ,2025-11-27,2.63,趋势: 多头排列,2.63,2.51,0.74X
600084,中信尼雅,2025-11-28,5.7,形态: 两连阴,5.76,5.57,0.76X
600606,绿地控股,2025-11-28,1.73,形态: 两连阴,1.80,1.83,1.02X
600577,精达股份,2025-11-28,10.45,形态: 10日内有涨停,10.57,9.94,0.62X
603703,盛洋科技,2025-11-28,11.67,形态: 两连阴,11.95,11.38,0.50X
601233,桐昆股份,2025-11-28,15.38,趋势: 高于MA20,15.12,14.58,1.14X
603860,中公高科,2025-11-28,31.59,形态: 两连阴,31.93,31.28,0.44X
600814,杭州解百,2025-11-28,7.72,趋势: 高于MA20,7.59,7.63,1.41X
000010,美丽生态,2025-11-27,3.93,趋势: 高于MA20,3.86,4.18,1.33X
600736,苏州高新,2025-11-28,5.6,形态: 两连阴,5.88,5.83,0.72X
600331,宏达股份,2025-11-28,10.98,趋势: 高于MA20,10.88,10.72,0.73X
603602,纵横通信,2025-11-28,14.98,趋势: 高于MA20,14.91,15.07,0.68X
603931,格林达,2025-11-28,34.22,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,31.12,29.35,1.34X
600749,西藏旅游,2025-11-28,17.33,形态: 两连阴,17.99,19.72,0.93X
600397,江钨装备,2025-11-28,6.62,形态: 两连阴,6.89,7.41,0.98X
601966,玲珑轮胎,2025-11-28,14.8,形态: 两连阴,15.31,15.35,1.10X
600787,中储股份,2025-11-28,5.66,形态: 两连阴,5.91,5.99,0.62X
603611,诺力股份,2025-11-28,22.88,形态: 两连阴,23.75,24.31,0.39X
603755,日辰股份,2025-11-28,37.37,形态: 两连阴,37.87,32.83,0.91X
600663,陆家嘴,2025-11-28,8.17,形态: 两连阴,8.47,8.57,0.62X
600037,歌华有线,2025-11-28,7.74,量能: 放量 (1.54X),7.82,8.09,1.54X
605055,迎丰股份,2025-11-28,9.03,形态: 两连阴,9.13,9.28,1.47X
605266,健之佳,2025-11-28,20.1,形态: 两连阴,20.80,21.04,0.68X
600516,方大炭素,2025-11-28,6.4,形态: 10日内有涨停 | 形态: 两连阴,6.43,5.68,0.69X
600756,浪潮软件,2025-11-28,24.3,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,20.64,17.32,0.77X
601988,中国银行,2025-11-28,6.07,趋势: 多头排列 | 趋势: 高于MA20,5.90,5.57,0.83X
603638,艾迪精密,2025-11-28,20.01,趋势: 多头排列 | 趋势: 高于MA20,19.07,18.51,0.47X
601098,中南传媒,2025-11-28,11.11,形态: 两连阴,11.86,12.21,1.00X
601168,西部矿业,2025-11-28,22.98,形态: 两连阴,23.18,21.89,0.84X
600108,亚盛集团,2025-11-28,3.11,形态: 两连阴,3.17,3.10,1.15X
600939,重庆建工,2025-11-28,3.82,量能: 放量 (2.04X) | 形态: 10日内有涨停 | 趋势: 高于MA20,3.71,3.50,2.04X
603826,坤彩科技,2025-11-28,17.26,形态: 两连阴,18.35,18.89,0.51X
605016,百龙创园,2025-11-28,21.2,趋势: 高于MA20,20.88,20.53,1.49X
603991,至正股份,2025-11-28,70.62,趋势: 多头排列 | 形态: 两连阴 | 趋势: 高于MA20,68.98,66.31,0.56X
600301,华锡有色,2025-11-28,38.68,趋势: 多头排列 | 形态: 10日内有涨停 | 形态: 两连阴 | 趋势: 高于MA20,34.40,32.12,0.43X
603799,华友钴业,2025-11-28,62.14,形态: 两连阴,62.52,59.17,0.73X
603999,读者传媒,2025-11-28,7.95,趋势: 多头排列 | 量能: 放量 (1.57X) | 形态: 10日内有涨停 | 趋势: 高于MA20,7.03,6.71,1.57X
600754,锦江酒店,2025-11-28,25.39,趋势: 多头排列 | 形态: 两连阴 | 趋势: 高于MA20,25.09,23.69,0.80X
600178,东安动力,2025-11-28,12.04,形态: 两连阴,12.48,12.98,0.89X
603667,五洲新春,2025-11-28,44.9,趋势: 高于MA20,44.67,43.97,1.10X
603106,恒银科技,2025-11-28,12.46,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,11.48,10.80,0.38X
600888,新疆众和,2025-11-28,7.74,形态: 两连阴,8.24,7.98,0.76X
603255,鼎际得,2025-11-28,34.73,趋势: 高于MA20,34.11,35.78,1.40X
600673,东阳光,2025-11-28,21.18,趋势: 高于MA20,20.91,22.39,0.59X
600648,外高桥,2025-11-28,10.83,形态: 两连阴,10.97,11.10,1.07X
600906,财达证券,2025-11-28,6.86,形态: 两连阴,7.09,7.24,0.83X
603205,健尔康,2025-11-28,28.48,趋势: 高于MA20,28.17,28.70,0.93X
600067,冠城新材,2025-11-28,4.09,形态: 两连阴,4.34,3.60,1.18X
600463,空港股份,2025-11-28,11.43,形态: 两连阴,11.84,11.66,0.93X
603031,安孚科技,2025-11-28,39.47,趋势: 高于MA20,39.41,39.47,0.81X
603116,红蜻蜓,2025-11-28,6.16,趋势: 高于MA20,6.10,5.96,0.81X
603600,永艺股份,2025-11-28,12.26,趋势: 多头排列 | 趋势: 高于MA20,11.96,11.41,0.42X
603815,交建股份,2025-11-28,12.16,量能: 放量 (1.55X) | 形态: 10日内有涨停 | 形态: 两连阴,12.46,12.43,1.55X
600227,赤天化,2025-11-28,2.77,形态: 10日内有涨停 | 趋势: 高于MA20,2.58,2.51,0.82X
603729,龙韵股份,2025-11-28,17.64,形态: 两连阴,17.87,17.25,0.60X
600590,泰豪科技,2025-11-28,8.93,形态: 两连阴,9.19,9.61,0.95X
601106,中国一重,2025-11-28,3.01,形态: 两连阴,3.20,3.12,1.09X
600120,浙江东方,2025-11-28,6.25,形态: 两连阴,6.71,6.43,0.79X
603131,上海沪工,2025-11-28,27.86,趋势: 多头排列 | 趋势: 高于MA20,26.32,23.17,0.73X
600461,洪城环境,2025-11-28,9.41,趋势: 高于MA20,9.37,9.16,1.06X
603130,云中马,2025-11-28,40.95,形态: 10日内有涨停 | 趋势: 高于MA20,38.92,40.80,0.45X
601995,中金公司,2025-11-19,34.89,形态: 两连阴,36.61,37.12,0.98X
603067,振华股份,2025-11-28,27.14,形态: 两连阴,29.03,21.99,0.23X
603918,金桥信息,2025-11-28,17.7,形态: 两连阴 | 趋势: 高于MA20,17.58,17.68,0.53X
601117,中国化学,2025-11-28,7.45,形态: 两连阴,7.78,7.64,0.65X
603237,五芳斋,2025-11-28,16.98,形态: 两连阴,17.41,17.68,0.69X
600021,上海电力,2025-11-28,23.06,形态: 两连阴,26.42,23.64,0.95X
601677,明泰铝业,2025-11-28,13.95,形态: 两连阴,14.72,14.20,0.88X
601,N/A,2025-11-28,3.84,形态: 两连阴,4.00,3.94,0.80X
603210,泰鸿万立,2025-11-28,19.45,形态: 两连阴,20.60,20.98,0.72X
603777,来伊份,2025-11-28,13.56,趋势: 高于MA20,13.42,13.44,0.98X
603766,隆鑫通用,2025-11-28,14.18,趋势: 多头排列 | 趋势: 高于MA20,13.65,13.11,0.46X
601058,赛轮轮胎,2025-11-28,15.95,趋势: 高于MA20,15.94,15.04,0.86X
603100,川仪股份,2025-11-28,24.24,趋势: 多头排列 | 形态: 两连阴,24.54,23.78,0.22X
600129,太极集团,2025-11-28,19.24,形态: 两连阴,20.13,21.27,0.92X
603173,福斯达,2025-11-28,38.44,量能: 放量 (1.54X),39.15,45.79,1.54X
600100,同方股份,2025-11-28,8.59,形态: 两连阴,8.75,8.22,0.04X
601010,文峰股份,2025-11-28,2.97,量能: 放量 (2.81X) | 形态: 10日内有涨停 | 趋势: 高于MA20,2.74,2.74,2.81X
600764,中国海防,2025-11-28,30.31,形态: 10日内有涨停 | 形态: 两连阴,30.88,31.11,0.49X
601801,皖新传媒,2025-11-28,6.61,形态: 两连阴,6.77,6.67,0.69X
600650,锦江在线,2025-11-28,14.23,形态: 两连阴,14.88,15.69,0.57X
603669,灵康药业,2025-11-28,5.26,形态: 两连阴,5.52,5.63,0.43X
603713,密尔克卫,2025-11-28,54.11,形态: 两连阴,57.82,61.54,0.44X
603439,贵州三力,2025-11-28,12.0,形态: 两连阴,12.26,12.55,0.45X
600345,长江通信,2025-11-28,25.46,趋势: 高于MA20,25.17,26.87,0.44X
600060,海信视像,2025-11-28,25.91,趋势: 多头排列 | 趋势: 高于MA20,25.20,23.97,0.86X
601949,中国出版,2025-11-28,6.58,形态: 两连阴,6.81,6.85,1.03X
600550,保变电气,2025-11-28,9.51,形态: 两连阴,10.41,9.08,0.92X
600276,恒瑞医药,2025-11-28,61.87,趋势: 高于MA20,61.77,66.06,0.08X
603912,佳力图,2025-11-28,8.39,形态: 两连阴,8.56,9.11,0.89X
603316,诚邦股份,2025-11-28,15.19,趋势: 高于MA20,15.14,13.06,1.29X
601567,三星医疗,2025-11-28,22.65,形态: 两连阴,25.05,23.92,0.87X
603927,中科软,2025-11-28,19.89,形态: 两连阴,21.02,20.90,0.74X
605111,新洁能,2025-11-28,34.64,形态: 两连阴,36.57,36.23,0.76X
600191,华资实业,2025-11-28,11.54,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,10.01,8.64,1.18X
600203,福日电子,2025-11-28,14.6,量能: 放量 (2.23X) | 形态: 10日内有涨停 | 趋势: 高于MA20,14.26,14.07,2.23X
603609,禾丰股份,2025-11-28,7.56,形态: 两连阴,7.71,8.06,0.51X
603508,思维列控,2025-11-28,29.96,趋势: 高于MA20,27.33,30.94,0.71X
000001,平安银行,2025-11-27,11.71,趋势: 多头排列 | 趋势: 高于MA20,11.64,11.49,0.93X
600020,中原高速,2025-11-28,4.4,形态: 两连阴,4.61,4.46,0.81X
603897,长城科技,2025-11-28,26.6,趋势: 高于MA20,25.76,25.88,0.87X
600824,益民集团,2025-11-28,4.61,趋势: 多头排列 | 趋势: 高于MA20,4.46,4.39,0.95X
601198,东兴证券,2025-11-19,13.13,趋势: 多头排列 | 趋势: 高于MA20,12.73,12.07,1.41X
603226,菲林格尔,2025-11-28,38.33,形态: 两连阴,38.90,36.30,0.95X
603429,集友股份,2025-11-28,10.99,趋势: 高于MA20,10.35,10.95,0.37X
600879,航天电子,2025-11-28,10.97,趋势: 高于MA20,10.91,11.01,1.30X
600630,龙头股份,2025-11-28,10.23,趋势: 多头排列 | 趋势: 高于MA20,9.70,9.23,0.84X
605122,四方新材,2025-11-28,13.28,形态: 两连阴,13.84,13.62,0.52X
600080,金花股份,2025-11-28,8.55,趋势: 多头排列 | 形态: 两连阴 | 趋势: 高于MA20,8.29,7.66,0.56X
600708,光明地产,2025-11-28,3.49,形态: 两连阴,3.74,3.73,0.80X
603977,国泰集团,2025-11-28,12.17,形态: 两连阴,13.08,12.77,0.54X
000026,飞亚达,2025-11-27,15.28,形态: 两连阴,15.80,16.49,0.63X
603895,天永智能,2025-11-28,29.8,量能: 放量 (2.51X) | 趋势: 高于MA20,28.84,29.82,2.51X
605166,聚合顺,2025-11-28,11.1,量能: 放量 (2.69X) | 趋势: 高于MA20,11.07,11.53,2.69X
600996,贵广网络,2025-11-28,12.11,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,10.41,9.56,0.71X
603096,新经典,2025-11-28,19.05,趋势: 高于MA20,18.76,18.26,1.01X
603317,天味食品,2025-11-28,12.9,趋势: 多头排列 | 趋势: 高于MA20,12.86,12.07,1.04X
600877,电科芯片,2025-11-28,15.54,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,14.88,14.25,1.33X
600371,万向德农,2025-11-28,9.28,形态: 两连阴,9.36,9.20,0.70X
605507,国邦医药,2025-11-28,23.97,趋势: 多头排列 | 趋势: 高于MA20,23.18,22.98,0.94X
000048,京基智农,2025-11-27,13.54,形态: 两连阴,16.03,16.42,0.97X
600234,科新发展,2025-11-28,12.74,量能: 放量 (1.66X) | 形态: 10日内有涨停 | 趋势: 高于MA20,11.91,10.81,1.66X
603587,地素时尚,2025-11-28,13.18,趋势: 多头排列 | 趋势: 高于MA20,13.06,12.82,0.47X
600392,盛和资源,2025-11-28,20.72,形态: 两连阴,21.26,22.65,1.22X
600855,航天长峰,2025-11-28,17.19,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,15.69,14.81,1.06X
600229,城市传媒,2025-11-28,7.04,趋势: 多头排列 | 量能: 放量 (1.67X) | 趋势: 高于MA20,6.96,6.78,1.67X
600007,中国国贸,2025-11-28,20.05,形态: 两连阴,20.62,20.70,0.69X
002832,比音勒芬,2025-11-28,15.64,形态: 两连阴,16.06,16.13,0.00X
603871,嘉友国际,2025-11-28,13.71,趋势: 高于MA20,13.71,13.41,0.36X
603256,宏和科技,2025-11-28,32.13,形态: 10日内有涨停 | 趋势: 高于MA20,31.81,34.79,0.62X
605056,咸亨国际,2025-11-28,19.0,趋势: 多头排列 | 趋势: 高于MA20,17.99,16.19,1.03X
601928,凤凰传媒,2025-11-28,9.99,形态: 两连阴,10.14,10.36,0.62X
601890,亚星锚链,2025-11-28,10.56,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,10.51,10.05,0.59X
600017,日照港,2025-11-28,2.99,形态: 两连阴,3.16,3.16,0.02X
603444,吉比特,2025-11-28,429.48,形态: 两连阴,443.79,485.29,0.40X
601111,中国国航,2025-11-28,8.03,形态: 两连阴,8.44,8.12,0.76X
601599,浙文影业,2025-11-28,3.89,趋势: 多头排列 | 形态: 两连阴 | 趋势: 高于MA20,3.83,3.72,0.76X
600685,中船防务,2025-11-28,29.86,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,28.30,27.40,0.63X
002348,高乐股份,2025-11-24,4.81,趋势: 多头排列 | 形态: 10日内有涨停 | 形态: 两连阴 | 趋势: 高于MA20,4.62,4.17,1.12X
600802,福建水泥,2025-11-28,7.49,形态: 10日内有涨停 | 形态: 两连阴 | 趋势: 高于MA20,7.36,6.27,0.87X
600222,太龙药业,2025-11-28,8.04,趋势: 多头排列 | 量能: 放量 (1.63X) | 趋势: 高于MA20,7.30,6.83,1.63X
600783,鲁信创投,2025-11-28,14.77,趋势: 高于MA20,14.76,13.94,0.81X
603606,东方电缆,2025-11-28,56.83,形态: 两连阴,60.15,61.52,0.60X
002369,卓翼科技,2025-11-27,10.05,形态: 10日内有涨停 | 趋势: 高于MA20,9.21,9.45,0.87X
603363,傲农生物,2025-11-28,4.85,形态: 两连阴,5.19,5.16,0.76X
603903,中持股份,2025-11-28,17.19,趋势: 多头排列 | 趋势: 高于MA20,15.22,13.53,0.86X
601002,晋亿实业,2025-11-28,5.05,形态: 两连阴,5.14,5.27,0.96X
605167,利柏特,2025-11-28,10.09,形态: 两连阴,10.72,10.79,0.75X
600569,安阳钢铁,2025-11-28,2.32,形态: 两连阴,2.52,2.36,1.04X
002706,良信股份,2025-11-27,9.77,形态: 两连阴,10.78,11.22,0.96X
601375,中原证券,2025-11-28,4.28,形态: 两连阴,4.44,4.53,0.85X
601886,江河集团,2025-11-28,7.98,形态: 两连阴,8.06,7.67,0.71X
600601,方正科技,2025-11-28,11.99,趋势: 多头排列 | 趋势: 高于MA20,11.61,10.95,1.04X
600549,厦门钨业,2025-11-28,34.4,量能: 放量 (1.66X) | 形态: 两连阴 | 趋势: 高于MA20,33.94,31.93,1.66X
601020,华钰矿业,2025-11-28,30.2,趋势: 多头排列 | 形态: 两连阴 | 趋势: 高于MA20,30.15,28.09,0.70X
600327,大东方,2025-11-28,5.05,形态: 10日内有涨停,5.10,4.93,0.79X
600538,国发股份,2025-11-28,6.45,趋势: 多头排列 | 趋势: 高于MA20,5.95,5.88,0.62X
603533,掌阅科技,2025-11-28,22.78,趋势: 多头排列 | 形态: 两连阴 | 趋势: 高于MA20,21.77,20.35,0.68X
600868,梅雁吉祥,2025-11-28,3.58,量能: 放量 (2.06X) | 形态: 10日内有涨停 | 趋势: 高于MA20,3.16,2.98,2.06X
603238,诺邦股份,2025-11-28,17.69,形态: 两连阴,17.84,19.01,0.88X
605303,园林股份,2025-11-28,23.16,形态: 10日内有涨停 | 趋势: 高于MA20,21.57,18.89,1.39X
002354,天娱数科,2025-11-27,6.99,趋势: 高于MA20,6.91,7.00,0.56X
603223,恒通股份,2025-11-28,10.3,形态: 两连阴,10.37,9.87,0.58X
601607,上海医药,2025-11-28,17.81,形态: 两连阴,18.00,18.14,0.77X
600619,海立股份,2025-11-28,21.72,趋势: 高于MA20,20.85,22.52,0.63X
603836,海程邦达,2025-11-28,14.61,形态: 两连阴,15.42,14.53,0.59X
603725,天安新材,2025-11-28,9.31,形态: 两连阴,9.67,9.96,0.68X
600117,西宁特钢,2025-11-28,2.9,形态: 两连阴,3.07,3.21,0.86X
600688,上海石化,2025-11-28,2.7,形态: 两连阴,2.78,2.77,0.29X
600622,光大嘉宝,2025-11-28,3.19,趋势: 多头排列 | 趋势: 高于MA20,3.08,2.99,0.64X
601918,新集能源,2025-11-28,6.8,形态: 两连阴,7.24,6.81,1.16X
605133,嵘泰股份,2025-11-28,38.51,量能: 放量 (2.59X) | 形态: 10日内有涨停 | 趋势: 高于MA20,37.36,40.76,2.59X
603378,亚士创能,2025-11-28,6.94,量能: 放量 (1.78X) | 形态: 两连阴,7.32,6.60,1.78X
603839,安正时尚,2025-11-28,8.46,形态: 两连阴,8.96,8.96,0.54X
603155,新亚强,2025-11-28,19.61,趋势: 多头排列 | 量能: 放量 (1.68X) | 形态: 10日内有涨停 | 趋势: 高于MA20,17.62,16.52,1.68X
603125,常青科技,2025-11-28,17.22,趋势: 多头排列 | 趋势: 高于MA20,16.92,16.91,0.43X
600409,三友化工,2025-11-28,6.25,趋势: 高于MA20,6.10,5.87,0.91X
600903,贵州燃气,2025-11-28,6.91,形态: 两连阴,7.10,7.03,0.74X
601069,西部黄金,2025-11-28,27.12,形态: 两连阴 | 趋势: 高于MA20,26.97,28.63,1.06X
601222,林洋能源,2025-11-28,5.7,形态: 两连阴,5.97,6.05,0.85X
601668,中国建筑,2025-11-28,5.2,量能: 放量 (1.57X) | 形态: 两连阴,5.35,5.50,1.57X
603909,建发合诚,2025-11-28,12.91,形态: 10日内有涨停 | 形态: 两连阴 | 趋势: 高于MA20,12.44,11.45,1.00X
601595,上海电影,2025-11-28,31.68,趋势: 多头排列 | 趋势: 高于MA20,30.65,29.93,0.71X
603379,三美股份,2025-11-28,51.92,形态: 两连阴,54.55,56.14,0.47X
603091,众鑫股份,2025-11-28,75.1,趋势: 高于MA20,74.71,74.09,1.23X
600633,浙数文化,2025-11-28,13.18,形态: 两连阴,13.39,13.90,0.63X
000070,特发信息,2025-11-27,14.44,量能: 放量 (2.02X) | 形态: 10日内有涨停 | 趋势: 高于MA20,10.31,10.35,2.02X
603588,高能环境,2025-11-28,7.12,形态: 两连阴,7.26,7.22,0.38X
603326,我乐家居,2025-11-28,9.52,趋势: 多头排列 | 趋势: 高于MA20,9.36,8.95,0.53X
600057,厦门象屿,2025-11-28,8.22,形态: 两连阴,8.43,7.69,0.90X
603042,华脉科技,2025-11-28,16.52,趋势: 多头排列 | 趋势: 高于MA20,16.07,15.84,0.52X
600153,建发股份,2025-11-28,9.95,形态: 两连阴,10.39,10.44,0.65X
600956,新天绿能,2025-11-28,7.7,形态: 两连阴,8.09,7.91,0.77X
600257,大湖股份,2025-11-28,6.05,形态: 10日内有涨停,6.11,5.70,0.53X
603327,福蓉科技,2025-11-28,9.95,趋势: 多头排列 | 趋势: 高于MA20,9.47,9.46,0.61X
601702,华峰铝业,2025-11-28,18.13,趋势: 多头排列 | 趋势: 高于MA20,17.53,17.28,0.55X
603655,朗博科技,2025-11-28,38.41,趋势: 高于MA20,37.64,37.82,0.43X
600689,上海三毛,2025-11-28,14.83,趋势: 多头排列,14.86,14.41,0.11X
603976,正川股份,2025-11-28,21.05,趋势: 多头排列 | 形态: 两连阴 | 趋势: 高于MA20,21.03,20.34,0.65X
600579,中化装备,2025-11-28,8.93,形态: 两连阴,9.26,8.92,0.69X
605339,南侨食品,2025-11-28,19.42,趋势: 多头排列 | 形态: 10日内有涨停 | 形态: 两连阴 | 趋势: 高于MA20,18.77,17.74,0.59X
600999,招商证券,2025-11-28,16.29,形态: 两连阴,16.87,17.28,0.93X
605060,联德股份,2025-11-28,36.17,量能: 放量 (1.82X),36.37,30.54,1.82X
600499,科达制造,2025-11-28,13.4,趋势: 高于MA20,12.98,12.25,1.17X
603661,恒林股份,2025-11-28,33.14,形态: 两连阴,33.29,32.51,0.44X
603103,横店影视,2025-11-28,16.61,趋势: 多头排列 | 趋势: 高于MA20,16.36,16.31,0.26X
002349,精华制药,2025-11-27,8.12,趋势: 高于MA20,7.92,7.58,1.01X
603315,福鞍股份,2025-11-28,15.15,趋势: 高于MA20,14.66,13.87,1.28X
600078,澄星股份,2025-11-28,11.82,趋势: 高于MA20,11.66,9.01,1.41X
605365,立达信,2025-11-28,17.61,形态: 10日内有涨停 | 形态: 两连阴,19.52,17.02,0.75X
600258,首旅酒店,2025-11-28,15.28,趋势: 多头排列 | 形态: 两连阴,15.45,15.04,0.66X
605333,沪光股份,2025-11-28,29.3,量能: 放量 (1.50X),29.65,33.02,1.50X
605555,德昌股份,2025-11-28,17.8,量能: 放量 (1.60X),18.19,17.72,1.60X
601818,光大银行,2025-11-28,3.61,趋势: 多头排列 | 趋势: 高于MA20,3.54,3.53,0.87X
600639,浦东金桥,2025-11-28,10.49,形态: 两连阴,10.99,10.93,0.76X
603357,设计总院,2025-11-28,8.25,形态: 两连阴,8.52,8.46,0.16X
603800,洪田股份,2025-11-28,46.3,趋势: 高于MA20,45.98,49.59,1.27X
600750,江中药业,2025-11-28,21.72,趋势: 多头排列 | 趋势: 高于MA20,21.66,21.52,0.90X
603822,嘉澳环保,2025-11-28,81.89,形态: 两连阴,96.90,87.05,0.27X
603598,引力传媒,2025-11-28,18.25,趋势: 多头排列 | 趋势: 高于MA20,17.55,16.98,0.58X
600201,生物股份,2025-11-28,12.22,趋势: 多头排列 | 趋势: 高于MA20,11.44,10.16,0.55X
600372,中航机载,2025-11-28,12.12,形态: 两连阴,12.22,12.26,0.63X
600152,维科技术,2025-11-28,7.66,形态: 10日内有涨停 | 趋势: 高于MA20,7.56,7.07,1.13X
601868,中国能建,2025-11-28,2.35,形态: 两连阴,2.41,2.43,1.42X
603095,越剑智能,2025-11-28,14.57,形态: 两连阴,15.86,15.46,0.48X
600686,金龙汽车,2025-11-28,15.97,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,15.43,13.54,1.23X
600177,雅戈尔,2025-11-28,7.72,趋势: 高于MA20,7.66,7.50,0.77X
601606,长城军工,2025-11-28,52.95,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,51.45,51.03,0.64X
603366,日出东方,2025-11-28,9.4,形态: 10日内有涨停 | 形态: 两连阴,10.26,9.96,0.26X
603040,新坐标,2025-11-28,77.18,趋势: 高于MA20,75.47,73.01,0.92X
603257,中国瑞林,2025-11-28,58.67,形态: 两连阴,62.19,65.55,0.68X
600497,驰宏锌锗,2025-11-28,6.34,形态: 两连阴,6.50,6.41,1.05X
600126,杭钢股份,2025-11-28,8.88,形态: 两连阴,9.05,9.35,0.61X
605338,巴比食品,2025-11-28,27.8,形态: 两连阴,28.69,25.65,1.03X
600325,华发股份,2025-11-28,4.56,形态: 两连阴,4.87,5.17,0.76X
603687,大胜达,2025-11-28,9.1,趋势: 高于MA20,8.93,8.94,0.96X
600388,龙净环保,2025-11-28,15.34,量能: 放量 (1.54X) | 形态: 两连阴,16.20,14.96,1.54X
603666,亿嘉和,2025-11-28,30.12,形态: 两连阴,31.90,32.09,0.68X
603712,七一二,2025-11-28,20.73,趋势: 高于MA20,20.24,20.86,1.02X
600280,中央商场,2025-11-28,3.55,形态: 10日内有涨停 | 趋势: 高于MA20,3.54,3.49,0.18X
600600,青岛啤酒,2025-11-28,63.55,量能: 放量 (1.58X),65.25,66.58,1.58X
600733,北汽蓝谷,2025-11-28,7.84,量能: 放量 (1.60X) | 形态: 两连阴,7.93,8.10,1.60X
603008,喜临门,2025-11-28,20.87,趋势: 多头排列 | 趋势: 高于MA20,18.74,18.13,0.79X
600252,中恒集团,2025-11-28,2.9,形态: 10日内有涨停 | 趋势: 高于MA20,2.82,2.79,1.18X
600613,神奇制药,2025-11-28,6.86,趋势: 多头排列 | 趋势: 高于MA20,6.72,6.55,0.83X
600597,光明乳业,2025-11-28,8.23,形态: 两连阴,8.46,8.53,1.04X
603906,龙蟠科技,2025-11-28,20.88,量能: 放量 (1.83X) | 形态: 10日内有涨停 | 趋势: 高于MA20,19.21,17.07,1.83X
600319,亚星化学,2025-11-28,9.75,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,8.78,8.26,1.44X
600926,杭州银行,2025-11-28,15.59,趋势: 高于MA20,15.55,15.44,1.04X
603979,金诚信,2025-11-28,63.2,形态: 两连阴 | 趋势: 高于MA20,63.09,64.47,1.23X
600986,浙文互联,2025-11-28,9.61,趋势: 多头排列 | 趋势: 高于MA20,9.30,8.74,0.58X
600055,万东医疗,2025-11-28,16.25,趋势: 高于MA20,15.99,16.93,1.12X
600391,航发科技,2025-11-28,26.78,形态: 两连阴,27.41,27.32,0.60X
605288,凯迪股份,2025-11-28,105.13,趋势: 高于MA20,92.09,93.48,1.04X
601328,交通银行,2025-11-28,7.59,趋势: 多头排列 | 趋势: 高于MA20,7.48,7.19,0.95X
600368,五洲交通,2025-11-28,3.95,形态: 两连阴,4.22,4.26,0.55X
002347,泰尔股份,2025-11-27,6.67,形态: 两连阴,7.07,7.52,0.78X
600076,康欣新材,2025-11-28,3.05,趋势: 高于MA20,2.97,2.90,1.15X
600557,康缘药业,2025-11-28,15.08,形态: 两连阴,15.37,15.61,0.88X
600629,华建集团,2025-11-28,22.13,形态: 10日内有涨停 | 趋势: 高于MA20,21.77,22.77,1.05X
600161,天坛生物,2025-11-28,17.29,形态: 两连阴,18.16,18.89,1.22X
600475,华光环能,2025-11-28,18.51,趋势: 多头排列 | 趋势: 高于MA20,17.62,17.34,0.84X
600990,四创电子,2025-11-28,25.85,趋势: 高于MA20,25.67,27.22,0.73X
603399,永杉锂业,2025-11-28,11.85,趋势: 多头排列 | 趋势: 高于MA20,11.29,10.34,0.60X
603281,江瀚新材,2025-11-28,27.65,趋势: 高于MA20,27.60,25.92,0.73X
603711,香飘飘,2025-11-28,14.25,趋势: 高于MA20,14.05,13.52,1.24X
605028,世茂能源,2025-11-28,30.19,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,28.55,26.81,0.79X
603319,美湖股份,2025-11-28,36.73,量能: 放量 (1.59X) | 趋势: 高于MA20,35.10,37.86,1.59X
603353,和顺石油,2025-11-28,33.03,趋势: 多头排列 | 形态: 10日内有涨停 | 趋势: 高于MA20,27.57,20.62,0.58X
603159,上海亚虹,2025-11-28,23.88,趋势: 高于MA20,23.60,24.10,0.79X
600642,申能股份,2025-11-28,8.4,趋势: 多头排列 | 趋势: 高于MA20,8.38,8.12,0.87X
600874,创业环保,2025-11-28,5.98,形态: 两连阴,6.30,6.14,0.88X
603657,春光科技,2025-11-28,35.08,形态: 10日内有涨停 | 趋势: 高于MA20,31.19,35.67,0.71X
601216,君正集团,2025-11-28,4.88,形态: 两连阴,5.16,5.23,0.99X
601898,中煤能源,2025-11-28,13.52,形态: 两连阴,14.35,12.75,0.64X
603325,博隆技术,2025-11-28,79.77,趋势: 高于MA20,78.34,83.40,0.95X
600595,中孚实业,2025-11-28,6.74,形态: 两连阴,6.89,6.05,0.68X
603816,顾家家居,2025-11-28,31.3,趋势: 多头排列 | 趋势: 高于MA20,30.59,30.36,0.28X
600993,马应龙,2025-11-28,27.44,形态: 两连阴,28.35,27.68,0.57X
