Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
600058,五矿发展,2025-11-28,8.4,-0.12%,"形态: 两连阴 (-1.17%, -0.83%)",9.17,9.23,0.06X
600644,乐山电力,2025-11-28,10.34,1.08%,"形态: 两连阴 (-0.97%, -0.10%)",11.09,11.23,0.85X
600141,兴发集团,2025-11-28,32.5,3.17%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),31.99,29.13,1.01X
601187,厦门银行,2025-11-28,7.15,0.56%,动量: 突破转强 (阳线上穿5/10),7.20,6.80,1.10X
603823,百合花,2025-11-28,16.96,2.73%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),16.61,15.44,0.98X
603176,汇通集团,2025-11-28,6.84,3.95%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.14,6.19,1.16X
600150,中国船舶,2025-11-28,34.39,0.73%,"形态: 两连阴 (-2.00%, -0.26%)",34.98,35.87,0.51X
603901,永创智能,2025-11-28,13.57,4.38%,量能: 放量 (1.58X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),12.62,11.76,1.58X
600439,瑞贝卡,2025-11-28,3.05,1.67%,"形态: 两连阴 (-0.66%, -0.66%)",3.10,3.01,1.03X
603036,如通股份,2025-11-28,22.95,6.84%,量能: 放量 (1.88X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),20.62,21.44,1.88X
600961,株冶集团,2025-11-28,14.99,2.11%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),14.90,15.19,1.06X
605180,华生科技,2025-11-28,15.74,-1.44%,趋势: 多头排列 (5>20>60),15.79,15.64,0.34X
603050,科林电气,2025-11-28,17.13,1.00%,"形态: 两连阴 (-0.41%, -0.06%)",18.32,17.92,0.29X
600665,天地源,2025-11-28,3.69,0.82%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),3.64,3.48,0.84X
603900,莱绅通灵,2025-11-28,9.04,0.44%,"形态: 两连阴 (-1.74%, -0.11%)",9.13,10.05,0.46X
605255,天普股份,2025-11-27,147.0,4.73%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.67X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),104.97,73.07,1.67X
605086,龙高股份,2025-11-28,33.99,10.00%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.96X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.70%, -0.58%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",28.40,26.43,1.96X
600320,振华重工,2025-11-28,4.53,0.67%,"形态: 两连阴 (-1.53%, -0.22%)",4.76,4.62,0.40X
605005,合兴股份,2025-11-28,19.1,0.37%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),18.95,18.81,0.83X
600867,通化东宝,2025-11-28,8.79,0.34%,动量: 突破转强 (阳线上穿5/10),8.96,8.69,0.81X
603117,万林物流,2025-11-28,5.18,0.00%,"形态: 两连阴 (-0.19%, -0.77%)",5.39,5.44,0.47X
603087,甘李药业,2025-11-28,63.38,0.56%,动量: 突破转强 (阳线上穿5/10),64.13,70.15,0.21X
603075,热威股份,2025-11-28,21.94,0.64%,动量: 突破转强 (阳线上穿5/10),22.15,22.93,0.44X
605100,华丰股份,2025-11-28,44.34,0.05%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,42.25,32.47,0.44X
600651,飞乐音响,2025-11-28,8.38,1.21%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.08,8.25,0.86X
000020,深华发Ａ,2025-11-27,17.06,4.02%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),15.51,14.70,1.37X
600085,同仁堂,2025-11-28,33.45,-0.06%,"形态: 两连阴 (-0.62%, -0.21%)",34.11,34.44,0.96X
603668,天马科技,2025-11-28,15.1,1.41%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,14.82,14.81,0.52X
600734,实达集团,2025-11-28,5.08,-8.30%,趋势: 多头排列 (5>20>60) | 量能: 放量 (2.13X) | 形态: 10日内有涨停 | 趋势: 高于MA20,4.32,3.91,2.13X
600361,创新新材,2025-11-28,4.34,0.70%,"形态: 两连阴 (-1.14%, -0.46%)",4.50,4.40,0.71X
601618,中国中冶,2025-11-28,3.18,0.32%,"形态: 两连阴 (-0.62%, -0.63%)",3.36,3.51,1.06X
600678,四川金顶,2025-11-28,11.1,10.01%,"形态: 10日内有涨停 | 形态: 两连阴 (-0.10%, -1.46%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",10.45,9.89,0.86X
000059,华锦股份,2025-11-27,5.07,0.40%,"形态: 两连阴 (-0.20%, -0.79%)",5.24,5.20,0.58X
603636,南威软件,2025-11-28,14.43,9.98%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-5.10%, -2.02%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",12.82,12.31,0.60X
605089,味知香,2025-11-28,27.79,2.21%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),26.79,26.87,1.10X
603926,铁流股份,2025-11-28,14.95,1.22%,动量: 突破转强 (阳线上穿5/10),15.66,16.60,0.78X
603496,恒为科技,2025-11-28,28.98,-1.40%,趋势: 高于MA20,28.17,29.31,0.51X
603297,永新光学,2025-11-28,96.57,1.04%,动量: 突破转强 (阳线上穿5/10),96.99,103.81,1.06X
603803,瑞斯康达,2025-11-28,10.37,-2.26%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.47%, -6.35%) | 趋势: 高于MA20",10.10,9.29,0.37X
600578,京能电力,2025-11-28,4.56,0.66%,动量: 突破转强 (阳线上穿5/10),4.69,4.55,1.14X
