Code,Name,Latest_Date,Latest_Close,Matched_Conditions,MA5,MA20,MA60,Volume_Ratio,RSI,MACD,Signal
002362,汉王科技,2025-11-27,23.24,RSI 强势 (> 50),22.86,22.74,23.44,0.51X,52.69,-0.089,-0.253
605098,行动教育,2025-11-28,40.46,RSI 强势 (> 50),40.34,40.71,38.72,0.39X,52.80,0.242,0.386
600488,津药药业,2025-11-28,4.34,RSI 强势 (> 50),4.34,4.38,4.25,0.87X,50.73,0.022,0.034
600444,国机通用,2025-11-28,19.12,RSI 强势 (> 50),18.64,19.64,18.62,0.89X,50.19,-0.090,0.074
600337,美克家居,2025-11-28,2.74,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.84X) | RSI 强势 (> 50)",2.53,2.44,2.30,1.84X,64.22,0.079,0.062
600015,华夏银行,2025-11-28,6.93,多头排列 (MA5>MA20>MA60),6.98,6.98,6.97,0.98X,47.18,0.012,0.013
600971,恒源煤电,2025-11-28,6.74,放量上涨 (1.81X),6.80,7.16,7.01,1.81X,33.08,-0.095,-0.024
600028,中国石化,2025-11-28,5.78,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),5.79,5.75,5.57,0.71X,54.53,0.078,0.088
600981,苏豪汇鸿,2025-11-28,3.08,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (2.24X) | RSI 强势 (> 50)",2.86,2.95,2.99,2.24X,59.88,-0.020,-0.017
600232,金鹰股份,2025-11-28,7.16,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",7.05,7.12,6.78,0.75X,55.00,0.080,0.106
601857,中国石油,2025-11-28,9.75,RSI 强势 (> 50),9.78,9.82,8.97,0.55X,55.60,0.214,0.279
601208,东材科技,2025-11-28,20.34,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",19.45,18.63,19.20,0.79X,58.91,0.054,-0.239
600657,信达地产,2025-11-28,3.95,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.73X) | RSI 强势 (> 50)",3.79,3.77,3.93,1.73X,58.34,-0.016,-0.043
603518,锦泓集团,2025-11-28,9.89,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",9.71,9.56,9.78,1.17X,57.08,0.037,0.004
600785,新华百货,2025-11-28,13.9,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.97X) | RSI 强势 (> 50)",13.32,13.58,13.39,1.97X,58.80,0.015,0.037
605376,博迁新材,2025-11-28,49.27,MACD 金叉,48.56,49.62,52.73,0.62X,45.55,-1.446,-1.511
603258,电魂网络,2025-11-28,19.98,RSI 强势 (> 50),20.07,19.86,20.41,0.94X,50.51,-0.030,-0.102
600935,华塑股份,2025-11-28,2.65,RSI 强势 (> 50),2.58,2.70,2.59,0.92X,50.24,-0.006,0.018
600151,航天机电,2025-11-28,9.3,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",8.86,8.67,8.29,1.38X,63.07,0.171,0.156
603188,亚邦股份,2025-11-28,5.0,RSI 强势 (> 50),4.90,5.08,4.48,0.84X,54.48,0.106,0.166
600737,中粮糖业,2025-11-28,17.16,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",17.04,17.16,16.52,1.14X,52.95,0.312,0.440
601166,兴业银行,2025-11-28,21.11,RSI 强势 (> 50),21.24,21.26,20.87,0.87X,50.15,0.146,0.172
605366,宏柏新材,2025-11-28,6.98,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.93X) | RSI 强势 (> 50)",6.77,6.65,6.34,1.93X,57.29,0.158,0.142
603177,德创环保,2025-11-28,12.44,多头排列 (MA5>MA20>MA60),12.81,12.58,12.15,0.84X,49.56,0.255,0.324
600380,健康元,2025-11-28,12.35,RSI 强势 (> 50),12.29,12.29,12.49,0.73X,51.72,0.001,-0.014
600807,济高发展,2025-11-28,3.47,RSI 强势 (> 50),3.37,3.52,3.30,0.85X,51.95,0.022,0.059
600612,老凤祥,2025-11-28,44.73,MACD 金叉,44.79,45.68,48.96,0.99X,29.44,-1.045,-1.065
603360,百傲化学,2025-11-28,33.7,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",32.44,32.85,28.48,0.71X,59.26,1.012,1.292
601121,宝地矿业,2025-11-28,7.35,RSI 强势 (> 50),7.15,7.47,7.13,0.97X,50.18,-0.013,0.060
605099,共创草坪,2025-11-28,36.25,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),36.54,35.90,33.51,1.42X,55.75,0.874,0.905
600241,时代万恒,2025-11-28,9.28,RSI 强势 (> 50),9.22,9.34,8.72,1.02X,53.26,0.141,0.210
600515,海南机场,2025-11-28,4.95,RSI 强势 (> 50),4.85,5.21,4.52,0.84X,50.25,0.043,0.128
600773,西藏城投,2025-11-28,13.07,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",12.89,13.07,11.66,0.95X,54.73,0.343,0.477
603915,国茂股份,2025-11-28,16.97,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",16.23,16.79,16.65,1.29X,56.42,-0.099,-0.087
600846,同济科技,2025-11-28,15.58,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),15.91,15.19,13.93,0.13X,55.25,0.479,0.493
603876,鼎胜新材,2025-11-28,13.65,RSI 强势 (> 50),13.35,13.93,12.05,0.42X,54.14,0.346,0.546
600135,乐凯胶片,2025-11-28,7.83,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",7.82,7.78,7.52,0.56X,54.05,0.088,0.102
600596,新安股份,2025-11-28,11.29,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",10.87,11.13,10.74,1.14X,53.74,0.153,0.248
603182,嘉华股份,2025-11-28,15.91,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",15.76,15.87,14.77,0.26X,56.28,0.234,0.318
603817,海峡环保,2025-11-28,7.39,RSI 强势 (> 50),7.23,7.66,6.88,0.60X,50.25,0.068,0.191
002372,伟星新材,2025-11-27,10.46,多头排列 (MA5>MA20>MA60),10.53,10.51,10.36,0.72X,49.63,0.072,0.094
600882,妙可蓝多,2025-11-28,27.34,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.76X) | MACD 金叉 | RSI 强势 (> 50)",26.22,25.90,25.66,1.76X,63.43,0.226,0.152
600507,方大特钢,2025-11-28,5.98,RSI 强势 (> 50),5.94,6.11,5.71,0.75X,51.48,0.054,0.102
600343,航天动力,2025-11-28,23.7,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",21.88,17.75,15.68,1.28X,86.71,1.825,1.135
603988,中电电机,2025-11-28,24.68,MACD 金叉,24.39,25.19,26.94,0.62X,42.82,-0.798,-0.836
600016,民生银行,2025-11-28,4.09,RSI 强势 (> 50),4.10,4.07,4.10,0.89X,50.59,0.011,0.003
601869,长飞光纤,2025-11-28,87.08,RSI 强势 (> 50),82.93,81.03,89.55,1.04X,55.55,-0.879,-2.079
600618,氯碱化工,2025-11-28,13.36,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",12.74,12.60,11.39,0.84X,59.10,0.459,0.474
600489,中金黄金,2025-11-28,22.48,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",22.01,21.63,21.17,1.07X,55.32,0.128,0.078
600815,厦工股份,2025-11-28,3.85,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",3.67,3.82,3.18,0.78X,54.56,0.131,0.203
600075,新疆天业,2025-11-28,4.96,RSI 强势 (> 50),4.86,5.07,4.76,0.80X,50.01,0.026,0.081
000017,深中华A,2025-11-27,7.29,多头排列 (MA5>MA20>MA60),8.12,7.29,7.03,1.03X,49.09,0.280,0.236
601872,招商轮船,2025-11-28,8.81,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",8.80,8.80,8.47,0.76X,51.15,0.068,0.112
600547,山东黄金,2025-11-28,36.46,RSI 强势 (> 50),35.80,35.58,37.20,1.01X,51.96,-0.262,-0.435
600725,云维股份,2025-11-28,3.8,RSI 强势 (> 50),3.67,3.83,3.67,1.21X,52.32,-0.011,0.020
603023,威帝股份,2025-11-28,4.28,RSI 强势 (> 50),4.19,4.30,4.26,1.02X,50.86,-0.021,-0.002
603993,洛阳钼业,2025-11-28,16.23,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",15.90,16.06,15.05,0.90X,53.81,0.069,0.145
601116,三江购物,2025-11-28,16.98,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",16.56,14.74,14.49,0.92X,62.75,0.681,0.389
600865,百大集团,2025-11-28,9.61,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.81X) | MACD 金叉 | RSI 强势 (> 50)",9.29,9.36,9.57,1.81X,56.62,-0.018,-0.033
600493,凤竹纺织,2025-11-28,7.74,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",7.54,7.63,7.02,0.78X,57.21,0.139,0.188
600271,航天信息,2025-11-28,8.73,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),8.82,8.62,8.50,0.09X,53.72,0.098,0.085
600313,农发种业,2025-11-28,6.52,多头排列 (MA5>MA20>MA60),6.62,6.62,6.49,0.35X,45.80,0.034,0.057
601136,首创证券,2025-11-28,20.91,RSI 强势 (> 50),20.80,20.48,21.31,0.70X,52.23,-0.102,-0.241
600759,洲际油气,2025-11-28,2.67,RSI 强势 (> 50),2.62,2.70,2.46,0.99X,52.85,0.039,0.068
600233,圆通速递,2025-11-28,17.05,RSI 强势 (> 50),17.01,16.66,17.53,0.59X,52.60,-0.071,-0.184
600803,新奥股份,2025-11-28,21.3,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",20.93,20.43,19.10,0.79X,74.40,0.531,0.496
603773,沃格光电,2025-11-28,29.98,放量上涨 (1.63X) | RSI 强势 (> 50),28.71,29.29,32.41,1.63X,51.33,-0.699,-0.914
600051,宁波联合,2025-11-28,7.83,RSI 强势 (> 50),7.75,7.89,7.49,0.76X,53.50,0.053,0.098
600359,新农开发,2025-11-28,7.27,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",7.10,7.22,7.07,1.02X,56.97,0.010,0.032
603196,日播时尚,2025-11-28,24.27,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",23.47,23.56,22.64,1.37X,56.72,0.184,0.248
603190,亚通精工,2025-11-28,26.2,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",25.87,25.87,24.12,0.79X,58.84,0.468,0.554
600881,亚泰集团,2025-11-28,2.09,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),2.11,2.04,2.03,0.71X,54.22,0.039,0.036
600598,北大荒,2025-11-28,14.84,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",14.76,14.77,14.66,0.80X,53.06,0.032,0.047
603888,新华网,2025-11-28,20.42,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),20.58,20.19,19.90,0.43X,54.90,0.176,0.117
600851,海欣股份,2025-11-28,6.87,RSI 强势 (> 50),6.79,6.89,6.77,0.89X,51.76,-0.000,0.016
603280,南方路机,2025-11-28,42.38,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),43.07,40.55,40.24,0.61X,55.75,0.598,0.160
600072,中船科技,2025-11-28,12.31,RSI 强势 (> 50),12.52,12.24,12.28,0.40X,50.50,0.064,0.037
603208,江山欧派,2025-11-28,14.94,RSI 强势 (> 50),14.95,14.96,14.94,0.45X,50.24,0.040,0.049
600556,天下秀,2025-11-28,6.87,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",6.77,6.80,5.95,0.95X,54.02,0.177,0.231
601728,中国电信,2025-11-28,6.86,RSI 强势 (> 50),6.83,6.81,6.91,1.05X,52.63,-0.009,-0.016
600654,中安科,2025-11-28,4.15,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.87X) | RSI 强势 (> 50)",4.02,4.02,3.56,1.87X,58.14,0.146,0.164
002899,英派斯,2025-11-28,23.92,RSI 强势 (> 50),23.69,24.21,22.85,0.00X,50.28,0.067,0.207
603396,金辰股份,2025-11-28,34.43,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",32.96,34.28,30.42,0.63X,54.19,0.977,1.498
603969,银龙股份,2025-11-28,9.79,放量上涨 (1.68X) | RSI 强势 (> 50),9.32,9.39,9.81,1.68X,55.41,-0.158,-0.204
002382,蓝帆医疗,2025-11-27,5.75,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",5.66,5.69,5.73,1.41X,52.58,0.005,0.010
600184,光电股份,2025-11-28,18.39,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",17.91,17.39,17.85,1.33X,58.78,0.020,-0.113
600703,三安光电,2025-11-28,13.2,MACD 金叉,12.97,13.38,14.37,1.00X,42.45,-0.359,-0.364
603929,亚翔集成,2025-11-28,60.96,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",57.39,53.22,44.87,1.32X,70.95,3.867,3.449
605388,均瑶健康,2025-11-28,7.86,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",7.64,7.63,7.77,1.09X,57.83,0.030,0.008
605566,福莱蒽特,2025-11-28,29.6,RSI 强势 (> 50),29.08,30.22,28.12,1.20X,51.27,0.208,0.540
603787,新日股份,2025-11-28,14.02,RSI 强势 (> 50),13.88,14.10,13.12,0.53X,53.90,0.168,0.264
603877,太平鸟,2025-11-28,15.83,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),16.03,15.45,14.61,0.19X,55.30,0.458,0.463
002379,宏创控股,2025-11-27,20.6,RSI 强势 (> 50),19.90,20.98,18.96,0.91X,52.32,0.170,0.461
