Code,Name,Latest_Date,Latest_Close,Matched_Conditions,MA5,MA20,MA60,Volume_Ratio,RSI,MACD,Signal
603001,奥康国际,2025-11-28,10.0,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (2.13X) | MACD 金叉 | RSI 强势 (> 50)",9.13,9.07,8.79,2.13X,65.45,0.144,0.101
601825,沪农商行,2025-11-28,9.42,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.66X) | MACD 金叉 | RSI 强势 (> 50)",9.07,8.97,8.66,1.66X,69.10,0.120,0.101
603217,元利科技,2025-11-28,28.7,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (2.31X) | MACD 金叉 | RSI 强势 (> 50)",25.46,24.90,23.25,2.31X,71.09,0.559,0.330
600882,妙可蓝多,2025-11-28,27.34,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.76X) | MACD 金叉 | RSI 强势 (> 50)",26.22,25.90,25.66,1.76X,63.43,0.226,0.152
