Code,Name,Latest_Close,Latest_Date,RSI,MACD_DIFF,MACD_DEA,Operation_Suggestion
600195,中牧股份,8.49,2026-01-19,65.29431427495496,0.04998816051796329,0.03028434775181778,稳健启动型 (回踩潜伏)
603022,新通联,11.58,2026-01-19,65.71568594448371,0.23241064098068165,0.13839848272926927,稳健启动型 (回踩潜伏)
002339,积成电子,10.36,2026-01-16,65.89415435654911,0.3166500142970321,0.27822928494765836,高爆发/警惕型 (追涨)
002692,远程股份,5.78,2026-01-19,66.34451223413875,0.08037298892113132,0.025085882563405403,稳健启动型 (回踩潜伏)
000576,甘化科工,11.81,2026-01-19,67.09561070999021,0.2393324414960638,0.15325915418076386,稳健启动型 (回踩潜伏)
601968,宝钢包装,6.14,2026-01-19,67.37705621235745,0.10009644159556075,0.055832553537785067,稳健启动型 (回踩潜伏)
600955,维远股份,18.72,2026-01-19,67.60251816109398,0.7477672072020809,0.6330122794069378,高爆发/警惕型 (追涨)
601700,风范股份,6.73,2026-01-19,67.61750450298265,0.23904117589830332,0.1831539698490015,稳健启动型 (回踩潜伏)
002539,云图控股,13.24,2026-01-19,67.8909556751955,0.31193557446578346,0.26038160366645374,高爆发/警惕型 (追涨)
600774,汉商集团,10.58,2026-01-19,68.03514473811009,0.08827851893296312,-0.02240337851684287,稳健启动型 (回踩潜伏)
002350,北京科锐,9.92,2026-01-19,69.07059037189376,0.21576785127176912,0.0946205846166012,稳健启动型 (回踩潜伏)
600382,广东明珠,8.48,2026-01-19,70.93792925408073,0.22845927705382696,0.14594045834642128,高爆发/警惕型 (追涨)
603165,荣晟环保,14.8,2026-01-19,74.05613910062773,0.29450840120119537,0.10970365500833108,高爆发/警惕型 (追涨)
