Code,Name,Latest_Close,Latest_Date,RSI,MACD_DIFF,MACD_DEA,Operation_Suggestion
000501,武商集团,11.1,2026-01-09,63.74415489736728,0.15978732011892838,0.09684979969123977,稳健启动型 (回踩潜伏)
603637,镇海股份,11.82,2026-01-09,64.65716784401421,0.16372544720977622,0.0521444255555347,稳健启动型 (回踩潜伏)
600284,浦东建设,9.3,2026-01-09,65.10418259860684,0.21616641139898007,0.145795639406465,稳健启动型 (回踩潜伏)
002203,海亮股份,14.05,2026-01-09,66.42621994783187,0.39148300451977924,0.267489625839527,高爆发/警惕型 (追涨)
000050,深天马Ａ,10.25,2026-01-09,67.39524840775516,0.1323011813706394,-0.0065296308012915034,稳健启动型 (回踩潜伏)
601226,华电科工,8.93,2026-01-09,67.55634610009304,0.1777131740304263,0.11079769560362451,稳健启动型 (回踩潜伏)
002296,辉煌科技,12.43,2026-01-09,68.92957502103852,0.24657744768588152,0.12893475221301648,稳健启动型 (回踩潜伏)
600558,大西洋,6.76,2026-01-09,71.08907422434015,0.17662782919531583,0.1100469435697273,高爆发/警惕型 (追涨)
002416,爱施德,13.64,2026-01-09,71.19465787823113,0.260395263324698,0.12460202890184732,高爆发/警惕型 (追涨)
603916,苏博特,11.25,2026-01-09,72.7971643228756,0.20511333836208756,0.02865471089882434,高爆发/警惕型 (追涨)
600784,鲁银投资,7.96,2026-01-09,74.14114424042687,0.2143934617800749,0.10984587141128452,高爆发/警惕型 (追涨)
601958,金钼股份,18.38,2026-01-09,74.51528803925854,0.7442217246793419,0.4411312687085913,高爆发/警惕型 (追涨)
