Code,Name,Latest_Close,Latest_Date,RSI
600589,大位科技,7.87,2025-11-28,57.67432498669172
603001,奥康国际,10.0,2025-11-28,61.70345815485592
601825,沪农商行,9.42,2025-11-28,64.93814532712422
000007,全新好,10.87,2025-12-01,72.12846994806188
603999,读者传媒,7.95,2025-11-28,74.06522538304053
000070,特发信息,14.44,2025-11-27,77.2986901333326
600828,茂业商业,6.15,2025-11-28,78.78336537417559
