Code,Name,Latest_Close,Latest_Date,RSI
603001,奥康国际,10.0,2025-11-28,61.70345815485592
601825,沪农商行,9.42,2025-11-28,64.93814532712422
000007,全新好,10.87,2025-12-01,72.12846994806188
603999,读者传媒,7.95,2025-11-28,74.06522538304053
