Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
603000,人民网,2026-02-13,25.72,4.09%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.70X) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.49%, -1.51%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",24.40,21.75,1.70X
000859,国风新材,2026-02-13,11.97,10.02%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.56X) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.89%, -4.90%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",11.10,10.55,1.56X
