Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
002378,章源钨业,2026-02-06,24.62,9.18%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.66X) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.42%, -1.36%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",21.02,16.12,1.66X
