Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
000560,我爱我家,2025-12-02,3.15,1.61%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),3.01,3.00,0.66X
603613,国联股份,2025-12-02,28.53,3.63%,"量能: 放量 (1.77X) | 形态: 两连阴 (-1.92%, -0.58%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",27.92,29.04,1.77X
002196,方正电机,2025-12-02,13.14,0.08%,"形态: 两连阴 (-2.20%, -1.50%)",13.89,11.10,0.44X
000596,古井贡酒,2025-12-02,165.85,-0.62%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,162.62,160.81,0.49X
000582,北部湾港,2025-12-02,9.08,0.89%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.89,8.75,0.76X
601187,厦门银行,2025-12-02,7.63,1.46%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),7.22,6.83,1.15X
603823,百合花,2025-12-02,16.93,-1.46%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,16.47,15.51,1.25X
603176,汇通集团,2025-12-02,6.25,1.46%,趋势: 高于MA20,6.16,6.18,1.18X
000838,财信发展,2025-12-02,3.54,-0.84%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,3.42,3.01,0.46X
600179,安通控股,2025-12-02,4.2,0.24%,动量: 突破转强 (阳线上穿5/10),4.34,4.01,0.69X
000858,五 粮 液,2025-12-02,116.81,-0.71%,"形态: 两连阴 (-0.08%, -0.17%)",118.92,121.52,0.79X
002246,北化股份,2025-12-02,17.04,-3.35%,形态: 10日内有涨停,18.64,18.89,0.60X
000530,冰山冷热,2025-12-02,7.45,10.04%,量能: 放量 (2.80X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.74,6.56,2.80X
000681,视觉中国,2025-12-02,24.81,3.46%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),23.12,21.93,0.75X
603901,永创智能,2025-12-02,13.56,0.22%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),12.68,11.85,0.77X
002614,奥佳华,2025-12-02,7.51,1.90%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.07%, -0.81%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",7.32,6.98,0.69X
001360,南矿集团,2025-12-02,17.27,2.25%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),16.48,16.12,0.76X
603036,如通股份,2025-12-02,22.02,0.18%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),20.73,21.45,0.65X
600961,株冶集团,2025-11-28,14.99,2.11%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),14.90,15.19,1.06X
605377,华旺科技,2025-12-02,8.39,0.48%,"形态: 两连阴 (-0.12%, -1.76%)",8.81,8.97,1.01X
000683,博源化工,2025-12-02,7.16,-0.83%,趋势: 高于MA20,7.13,6.59,0.45X
002777,久远银海,2025-12-02,19.05,-0.99%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.51%, -0.82%)",19.18,18.99,0.75X
002759,天际股份,2025-12-02,40.29,-5.53%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停,41.71,27.28,0.93X
605180,华生科技,2025-12-02,15.76,-0.06%,"形态: 两连阴 (-1.44%, -1.38%)",15.83,15.65,0.62X
002908,德生科技,2025-12-02,10.13,-0.30%,趋势: 高于MA20,10.08,10.31,0.75X
600665,天地源,2025-12-02,3.7,0.27%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),3.66,3.49,0.63X
605255,天普股份,2025-11-27,147.0,4.73%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.67X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),104.97,73.07,1.67X
002666,德联集团,2025-12-02,5.26,0.38%,动量: 突破转强 (阳线上穿5/10),5.43,5.35,0.52X
605086,龙高股份,2025-12-02,40.35,9.35%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),29.80,26.81,1.34X
600320,振华重工,2025-12-02,4.6,0.88%,动量: 突破转强 (阳线上穿5/10),4.73,4.62,1.14X
605005,合兴股份,2025-12-02,19.03,-2.11%,趋势: 多头排列 (5>20>60),19.05,18.81,1.27X
603995,甬金股份,2025-12-02,17.33,0.17%,动量: 突破转强 (阳线上穿5/10),18.01,17.91,0.79X
603117,万林物流,2025-12-02,5.08,-2.50%,量能: 放量 (1.58X),5.35,5.42,1.58X
002389,航天彩虹,2025-12-02,22.47,0.85%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),21.94,21.94,0.91X
002635,安洁科技,2025-12-02,14.08,0.00%,趋势: 高于MA20,13.81,14.10,0.46X
603075,热威股份,2025-12-02,22.66,0.76%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),22.15,22.85,1.47X
002870,香山股份,2025-12-02,35.4,0.48%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),35.38,36.45,1.28X
002931,锋龙股份,2025-12-02,21.0,-0.28%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,18.57,16.86,0.44X
600386,北巴传媒,2025-12-02,4.76,2.59%,量能: 放量 (1.81X) | 动量: 突破转强 (阳线上穿5/10),4.81,4.74,1.81X
