Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
600058,五矿发展,2025-12-10,9.31,-1.79%,量能: 放量 (2.25X) | 形态: 10日内有涨停 | 趋势: 高于MA20,8.88,9.12,2.25X
002284,亚太股份,2025-12-10,12.61,0.24%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),12.27,12.82,0.98X
600644,乐山电力,2025-12-10,10.27,0.59%,动量: 突破转强 (阳线上穿5/10),10.50,11.01,1.00X
000560,我爱我家,2025-12-10,3.06,4.08%,"形态: 两连阴 (-0.65%, -4.55%) | 趋势: 高于MA20",3.06,3.01,1.38X
600141,兴发集团,2025-12-10,32.21,0.31%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.76%, -2.67%)",32.69,29.80,0.66X
603613,国联股份,2025-12-10,29.17,-1.55%,趋势: 高于MA20,28.36,29.09,0.72X
000906,浙商中拓,2025-12-10,5.95,0.17%,"形态: 两连阴 (-0.67%, -0.50%)",6.06,6.14,0.82X
603369,今世缘,2025-12-10,35.27,0.43%,"形态: 两连阴 (-0.85%, -2.63%)",37.49,38.93,0.82X
002432,九安医疗,2025-12-10,40.17,0.30%,"形态: 两连阴 (-0.47%, -1.48%)",41.61,40.41,0.80X
002880,卫光生物,2025-12-08,26.39,0.15%,动量: 突破转强 (阳线上穿5/10),26.90,27.14,0.82X
000596,古井贡酒,2025-12-10,149.85,-0.23%,"形态: 两连阴 (-1.35%, -2.39%)",161.14,159.39,0.78X
002088,鲁阳节能,2025-12-10,11.04,0.18%,"形态: 两连阴 (-1.15%, -0.99%)",11.74,12.17,0.74X
000582,北部湾港,2025-12-10,9.04,1.92%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.33%, -1.00%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",8.90,8.79,1.08X
601187,厦门银行,2025-12-10,7.56,0.13%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),7.27,6.92,1.11X
600196,复星医药,2025-12-09,27.45,0.44%,动量: 突破转强 (阳线上穿5/10),27.54,28.96,1.40X
002761,浙江建投,2025-12-10,8.7,0.93%,"形态: 两连阴 (-0.34%, -1.15%)",9.08,9.27,1.05X
603176,汇通集团,2025-12-10,5.44,0.74%,"形态: 两连阴 (-5.32%, -5.10%)",6.04,6.13,0.62X
000838,财信发展,2025-12-10,3.98,9.94%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),3.57,3.12,0.72X
600150,中国船舶,2025-12-10,34.66,0.29%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),34.36,35.31,0.82X
600179,安通控股,2025-12-09,4.48,2.52%,量能: 放量 (1.78X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),4.29,4.08,1.78X
000858,五 粮 液,2025-12-10,111.62,0.67%,"形态: 两连阴 (-1.47%, -2.11%)",117.40,120.11,0.85X
002246,北化股份,2025-12-10,17.19,1.24%,动量: 突破转强 (阳线上穿5/10),18.04,18.98,1.03X
000530,冰山冷热,2025-12-10,7.6,-1.94%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,6.88,6.69,0.68X
000811,冰轮环境,2025-12-10,17.48,1.51%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),14.24,14.10,1.11X
603901,永创智能,2025-12-10,13.99,1.16%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.04,12.17,0.92X
600439,瑞贝卡,2025-12-10,2.91,0.69%,"形态: 两连阴 (-1.02%, -0.69%)",3.03,3.00,1.09X
605077,华康股份,2025-12-10,14.82,-0.87%,"形态: 两连阴 (-0.58%, -2.29%)",16.17,17.42,1.01X
002614,奥佳华,2025-12-10,7.97,-2.21%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,7.53,7.07,1.40X
001360,南矿集团,2025-12-10,22.77,10.00%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),17.44,16.52,0.88X
603036,如通股份,2025-12-10,20.56,-1.86%,"形态: 两连阴 (-4.13%, -2.96%)",20.96,21.57,0.73X
600961,株冶集团,2025-12-10,14.82,2.70%,"形态: 两连阴 (-2.82%, -4.69%)",14.91,15.25,0.88X
605377,华旺科技,2025-12-10,7.8,-2.13%,"形态: 两连阴 (-0.73%, -2.57%)",8.51,8.87,1.38X
600030,中信证券,2025-12-10,28.52,-0.04%,趋势: 高于MA20,27.94,28.87,0.64X
600352,浙江龙盛,2025-12-10,10.4,0.19%,"形态: 两连阴 (-1.78%, -1.24%)",10.65,10.41,0.79X
000683,博源化工,2025-12-10,6.9,-0.72%,"形态: 两连阴 (-2.99%, -2.52%)",7.17,6.66,0.86X
002777,久远银海,2025-12-10,18.14,0.50%,"形态: 两连阴 (-0.22%, -1.37%)",18.93,18.93,0.77X
603070,万控智造,2025-12-10,12.88,-0.23%,"形态: 两连阴 (-1.14%, -0.69%)",13.36,13.72,0.87X
600031,三一重工,2025-12-10,21.47,1.37%,"形态: 两连阴 (-0.33%, -0.24%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",20.70,21.53,0.80X
000726,鲁  泰Ａ,2025-12-10,7.02,-0.28%,"形态: 两连阴 (-1.40%, -0.14%)",7.19,7.03,0.83X
600116,三峡水利,2025-12-10,6.41,-0.16%,"形态: 两连阴 (-0.31%, -1.08%)",6.55,6.64,1.12X
601965,中国汽研,2025-12-10,16.72,0.12%,"形态: 两连阴 (-0.18%, -1.30%)",16.92,17.43,0.80X
603050,科林电气,2025-12-10,17.91,-0.72%,趋势: 高于MA20,17.47,18.11,0.84X
002352,顺丰控股,2025-12-10,37.81,0.80%,"形态: 两连阴 (-0.37%, -1.50%)",38.88,39.98,1.10X
600732,爱旭股份,2025-12-10,13.08,0.38%,"形态: 两连阴 (-1.06%, -0.46%)",13.92,15.32,0.95X
605255,天普股份,2025-12-09,133.48,-4.98%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,117.76,82.78,0.72X
002666,德联集团,2025-12-10,5.15,-0.19%,"形态: 两连阴 (-0.76%, -1.15%)",5.30,5.34,0.94X
605086,龙高股份,2025-12-10,40.82,0.02%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),34.13,28.22,0.88X
600320,振华重工,2025-12-10,4.94,2.49%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.60%, -3.21%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",4.72,4.66,0.81X
605005,合兴股份,2025-12-10,19.11,-0.93%,趋势: 高于MA20,19.06,18.79,1.02X
600867,通化东宝,2025-12-10,8.74,0.23%,"形态: 两连阴 (-0.57%, -0.46%)",8.81,8.72,0.94X
601001,晋控煤业,2025-12-10,14.44,0.91%,动量: 突破转强 (阳线上穿5/10),14.67,14.80,0.88X
002389,航天彩虹,2025-12-10,23.0,-0.65%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,22.18,21.96,0.87X
603087,甘李药业,2025-12-09,63.42,0.02%,动量: 突破转强 (阳线上穿5/10),63.53,68.67,1.40X
002635,安洁科技,2025-12-10,13.87,-0.64%,趋势: 高于MA20,13.78,14.04,0.95X
603075,热威股份,2025-12-10,22.18,-0.63%,"形态: 两连阴 (-0.04%, -0.27%) | 趋势: 高于MA20",22.03,22.61,0.84X
002322,理工能科,2025-12-10,12.05,-0.82%,量能: 放量 (1.56X),12.38,12.65,1.56X
002870,香山股份,2025-12-10,38.1,-1.52%,趋势: 高于MA20,35.45,36.69,1.16X
002931,锋龙股份,2025-12-10,19.81,-0.40%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,19.49,17.28,0.50X
600386,北巴传媒,2025-12-10,4.58,-1.08%,"形态: 两连阴 (-0.43%, -0.86%)",4.71,4.74,1.26X
605100,华丰股份,2025-12-10,44.69,-3.77%,趋势: 多头排列 (5>20>60),45.03,34.96,0.81X
600651,飞乐音响,2025-12-10,8.28,0.61%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.07,8.34,1.10X
000877,天山股份,2025-12-09,5.53,-2.47%,量能: 放量 (1.60X),5.81,6.13,1.60X
000020,深华发Ａ,2025-12-10,16.8,-0.83%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,16.18,15.11,0.88X
603032,德新科技,2025-12-10,18.5,-0.27%,"形态: 两连阴 (-0.05%, -1.70%)",20.41,21.62,0.95X
002056,横店东磁,2025-12-10,19.2,0.21%,动量: 突破转强 (阳线上穿5/10),19.33,19.88,1.01X
600085,同仁堂,2025-12-10,32.94,-0.21%,"形态: 两连阴 (-0.60%, -0.63%)",33.87,34.15,1.03X
002281,光迅科技,2025-12-10,68.55,3.24%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),60.15,62.75,1.31X
603668,天马科技,2025-12-10,19.16,7.34%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),15.66,15.13,1.19X
002567,唐人神,2025-12-10,4.53,0.22%,"形态: 两连阴 (-0.22%, -0.66%)",4.69,4.79,0.81X
002111,威海广泰,2025-12-10,9.99,0.71%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),9.97,10.00,0.93X
002803,吉宏股份,2025-12-10,16.81,-0.41%,量能: 放量 (1.75X) | 趋势: 高于MA20,16.26,17.29,1.75X
002543,万和电气,2025-12-10,10.09,-0.79%,"形态: 两连阴 (-1.52%, -2.21%)",10.86,11.54,1.11X
601006,大秦铁路,2025-12-10,5.47,0.00%,"形态: 两连阴 (-0.72%, -0.91%)",5.57,5.76,0.84X
