Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
002390,信邦制药,2025-12-10,4.15,10.08%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (2.45X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.76%, -3.33%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",3.85,3.78,2.45X
000950,重药控股,2025-12-10,5.86,9.94%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.89X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.73%, -1.66%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",5.40,5.33,1.89X
