Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
600058,五矿发展,2025-12-16,9.27,0.65%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.83,9.10,0.67X
002284,亚太股份,2025-12-16,12.68,2.09%,量能: 放量 (2.08X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),12.25,12.85,2.08X
000560,我爱我家,2025-12-16,2.92,1.04%,"形态: 两连阴 (-1.02%, -0.69%)",3.04,3.00,0.74X
600141,兴发集团,2025-12-16,30.57,-2.33%,"形态: 两连阴 (-1.57%, -0.16%)",31.99,30.02,1.05X
603613,国联股份,2025-12-16,27.61,-3.02%,"形态: 两连阴 (-2.20%, -1.66%)",28.49,28.89,0.77X
002432,九安医疗,2025-12-16,41.7,0.75%,量能: 放量 (1.55X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),41.11,40.52,1.55X
002880,卫光生物,2025-12-16,25.57,0.16%,"形态: 两连阴 (-0.51%, -0.16%)",26.22,26.90,1.13X
000582,北部湾港,2025-12-16,8.85,-1.12%,趋势: 多头排列 (5>20>60),8.87,8.79,1.05X
601187,厦门银行,2025-12-16,7.57,0.13%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),7.33,6.99,0.73X
600196,复星医药,2025-12-16,26.75,-4.22%,"形态: 两连阴 (-0.91%, -1.24%)",27.42,28.65,1.04X
002017,东信和平,2025-12-16,21.81,5.46%,量能: 放量 (2.69X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),21.23,23.27,2.69X
603823,百合花,2025-12-16,16.34,1.36%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),16.17,15.79,1.33X
603176,汇通集团,2025-12-16,5.09,-2.30%,"形态: 两连阴 (-1.13%, -0.95%)",5.87,6.05,0.98X
000838,财信发展,2025-12-16,3.74,-4.10%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,3.67,3.18,0.92X
600179,安通控股,2025-12-16,3.91,-3.22%,"形态: 两连阴 (-2.58%, -2.88%)",4.17,4.14,0.90X
002946,新乳业,2025-12-16,17.81,0.17%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),17.10,17.25,1.14X
000858,五 粮 液,2025-12-16,113.0,0.49%,动量: 突破转强 (阳线上穿5/10),115.75,119.09,0.76X
002104,恒宝股份,2025-12-16,20.38,9.98%,量能: 放量 (2.38X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),18.51,20.55,2.38X
000530,冰山冷热,2025-12-16,7.52,-4.93%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,7.06,6.79,0.64X
000811,冰轮环境,2025-12-16,16.53,-2.36%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,14.85,14.35,0.66X
603901,永创智能,2025-12-16,13.44,-4.07%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,13.19,12.38,0.81X
001360,南矿集团,2025-12-16,22.37,-9.98%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,18.82,17.03,0.31X
603036,如通股份,2025-12-16,19.57,-2.30%,"形态: 两连阴 (-0.40%, -0.60%)",20.82,21.48,1.06X
600961,株冶集团,2025-12-16,15.03,-5.59%,趋势: 高于MA20,15.01,15.26,0.70X
600030,中信证券,2025-12-16,28.48,-0.25%,趋势: 高于MA20,27.91,28.77,1.00X
600352,浙江龙盛,2025-12-16,10.55,-0.57%,趋势: 高于MA20,10.54,10.44,0.73X
002055,得润电子,2025-12-16,6.61,-1.20%,"形态: 两连阴 (-0.72%, -2.62%)",6.97,7.36,1.13X
002759,天际股份,2025-12-16,31.57,-1.34%,"形态: 两连阴 (-6.60%, -0.84%)",38.36,30.55,0.78X
600116,三峡水利,2025-12-16,6.47,1.41%,量能: 放量 (1.71X) | 动量: 突破转强 (阳线上穿5/10),6.48,6.62,1.71X
601965,中国汽研,2025-12-16,17.08,4.27%,量能: 放量 (2.26X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),16.82,17.31,2.26X
002908,德生科技,2025-12-16,9.2,-0.11%,"形态: 两连阴 (-0.86%, -0.11%)",9.77,10.08,0.89X
603050,科林电气,2025-12-16,17.73,-1.39%,趋势: 高于MA20,17.37,18.19,0.74X
600665,天地源,2025-12-16,3.22,-0.31%,"形态: 两连阴 (-3.56%, -0.62%)",3.56,3.51,0.56X
605255,天普股份,2025-12-16,156.13,5.41%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),131.59,92.97,1.16X
605086,龙高股份,2025-12-16,38.39,-5.19%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,36.29,29.13,1.15X
600320,振华重工,2025-12-16,4.64,-4.53%,趋势: 多头排列 (5>20>60),4.72,4.69,1.10X
605005,合兴股份,2025-12-16,19.66,3.26%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.67X) | 形态: 两连阴 (-0.72%, -1.50%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",19.11,18.82,1.67X
002932,明德生物,2025-12-16,17.6,-0.17%,"形态: 两连阴 (-0.39%, -0.68%)",18.47,19.01,0.77X
000852,石化机械,2025-12-16,7.1,-3.66%,趋势: 多头排列 (5>20>60),7.13,7.09,1.35X
001319,铭科精技,2025-12-16,24.84,-0.76%,"形态: 两连阴 (-0.67%, -0.52%)",25.64,26.43,1.08X
603117,万林物流,2025-12-16,4.66,0.43%,"形态: 两连阴 (-2.06%, -2.52%)",5.11,5.30,1.23X
002389,航天彩虹,2025-12-16,24.63,3.10%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.80X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),22.53,22.09,1.80X
603087,甘李药业,2025-12-16,65.68,-2.06%,趋势: 高于MA20,63.50,67.97,0.83X
002635,安洁科技,2025-12-16,13.25,-1.34%,"形态: 两连阴 (-0.07%, -1.32%)",13.69,13.98,1.01X
603075,热威股份,2025-12-16,21.51,-0.92%,"形态: 两连阴 (-0.18%, -0.78%)",21.89,22.42,0.72X
002931,锋龙股份,2025-12-16,17.89,-6.04%,"形态: 两连阴 (-0.25%, -3.35%)",19.50,17.51,0.98X
605100,华丰股份,2025-12-16,41.82,-2.22%,"形态: 两连阴 (-0.92%, -0.53%)",44.81,36.11,0.96X
002849,威星智能,2025-12-16,13.14,-2.88%,"形态: 两连阴 (-0.37%, -0.51%)",13.81,14.34,1.14X
001215,千味央厨,2025-12-16,38.28,-0.16%,趋势: 高于MA20,36.97,38.80,0.65X
000020,深华发Ａ,2025-12-16,14.0,-5.02%,"形态: 10日内有涨停 | 形态: 两连阴 (-4.72%, -3.85%)",16.08,15.19,0.73X
603032,德新科技,2025-12-16,17.99,-0.61%,"形态: 两连阴 (-0.11%, -0.28%)",19.33,21.29,1.16X
002281,光迅科技,2025-12-16,62.35,-3.83%,趋势: 高于MA20,61.71,62.88,0.70X
603668,天马科技,2025-12-16,16.78,-0.89%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,16.13,15.29,0.65X
600734,实达集团,2025-12-16,5.27,-9.91%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停,5.56,4.32,0.76X
600361,创新新材,2025-12-16,4.19,-1.41%,"形态: 两连阴 (-0.70%, -0.70%)",4.38,4.38,1.12X
002676,顺威股份,2025-12-16,8.43,-3.88%,量能: 放量 (1.68X) | 形态: 10日内有涨停 | 趋势: 高于MA20,8.03,8.93,1.68X
001400,江顺科技,2025-12-16,63.24,-5.36%,"形态: 两连阴 (-1.53%, -1.45%) | 趋势: 高于MA20",62.88,66.36,0.79X
002520,日发精机,2025-12-16,6.0,-3.85%,形态: 10日内有涨停,6.12,6.18,0.86X
000510,新金路,2025-12-16,9.5,-6.03%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,8.63,6.72,1.04X
600674,川投能源,2025-12-16,14.34,-0.62%,"形态: 两连阴 (-0.07%, -0.14%)",14.52,14.64,0.84X
002474,榕基软件,2025-12-16,9.57,-6.36%,"形态: 10日内有涨停 | 形态: 两连阴 (-3.26%, -1.73%)",11.25,8.78,0.68X
600678,四川金顶,2025-12-16,15.18,6.45%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),11.78,10.44,1.31X
603636,南威软件,2025-12-16,12.17,-6.31%,"形态: 两连阴 (-3.27%, -0.08%)",13.66,12.54,0.82X
002036,联创电子,2025-12-16,11.29,0.00%,量能: 放量 (1.61X) | 趋势: 高于MA20,10.53,10.57,1.61X
603879,永悦科技,2025-12-16,5.62,0.00%,"形态: 10日内有涨停 | 形态: 两连阴 (-10.06%, -4.75%)",5.96,6.11,0.39X
002649,博彦科技,2025-12-16,12.69,-1.40%,"形态: 两连阴 (-0.69%, -0.62%)",13.44,13.59,0.98X
002663,普邦股份,2025-12-16,1.94,-0.51%,"形态: 两连阴 (-2.45%, -2.01%)",2.14,2.21,0.65X
002737,葵花药业,2025-12-16,15.17,-0.72%,趋势: 高于MA20,14.91,15.09,0.43X
600212,绿能慧充,2025-12-16,8.12,-5.69%,量能: 放量 (1.56X),8.23,8.36,1.56X
603926,铁流股份,2025-12-16,15.52,-1.77%,"形态: 两连阴 (-1.90%, -1.19%) | 趋势: 高于MA20",15.20,16.46,0.60X
002462,嘉事堂,2025-12-16,15.44,-2.59%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,15.30,14.56,0.74X
603496,恒为科技,2025-12-16,25.9,-1.41%,"形态: 两连阴 (-0.15%, -3.31%)",28.12,28.63,0.86X
002180,纳思达,2025-12-16,18.75,1.35%,动量: 突破转强 (阳线上穿5/10),18.77,21.00,1.00X
600166,福田汽车,2025-12-16,2.78,1.46%,量能: 放量 (1.52X),2.79,2.81,1.52X
002913,奥士康,2025-12-16,42.0,-0.26%,形态: 10日内有涨停 | 趋势: 高于MA20,37.46,38.77,0.54X
002213,大为股份,2025-12-16,24.44,-4.23%,"形态: 两连阴 (-2.07%, -3.48%)",28.27,24.91,0.97X
002390,信邦制药,2025-12-16,3.2,-3.03%,"形态: 10日内有涨停 | 形态: 两连阴 (-9.89%, -2.08%)",3.74,3.76,0.51X
603297,永新光学,2025-12-16,102.91,3.79%,量能: 放量 (2.21X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),97.41,103.09,2.21X
