Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
600058,五矿发展,2025-12-09,9.48,9.98%,量能: 放量 (2.59X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.91,9.12,2.59X
002284,亚太股份,2025-12-09,12.58,0.24%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),12.28,12.81,1.24X
000560,我爱我家,2025-12-09,2.94,-4.55%,趋势: 多头排列 (5>20>60),3.05,3.01,1.10X
603613,国联股份,2025-12-09,29.63,-2.24%,趋势: 高于MA20,28.29,29.14,0.74X
603124,江南新材,2025-12-09,76.23,2.94%,量能: 放量 (2.13X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),75.55,82.32,2.13X
002880,卫光生物,2025-12-08,26.39,0.15%,动量: 突破转强 (阳线上穿5/10),26.90,27.14,0.82X
000582,北部湾港,2025-12-09,8.87,-1.00%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.22%, -0.33%)",8.89,8.79,0.76X
601187,厦门银行,2025-12-09,7.55,1.21%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),7.26,6.90,1.21X
600196,复星医药,2025-12-09,27.45,0.44%,动量: 突破转强 (阳线上穿5/10),27.54,28.96,1.40X
603823,百合花,2025-12-09,16.3,1.31%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,16.23,15.62,0.92X
603176,汇通集团,2025-12-09,5.4,-5.10%,"形态: 两连阴 (-1.31%, -5.32%)",6.07,6.14,1.01X
000838,财信发展,2025-12-09,3.62,-5.24%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,3.54,3.10,0.68X
600150,中国船舶,2025-12-09,34.56,2.43%,量能: 放量 (2.07X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),34.35,35.36,2.07X
600179,安通控股,2025-12-09,4.48,2.52%,量能: 放量 (1.78X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),4.29,4.08,1.78X
002104,恒宝股份,2025-12-08,18.67,3.09%,量能: 放量 (1.64X) | 动量: 突破转强 (阳线上穿5/10),18.78,21.16,1.64X
000530,冰山冷热,2025-12-09,7.75,2.38%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.85,6.67,0.78X
000811,冰轮环境,2025-12-09,17.22,6.30%,趋势: 多头排列 (5>20>60) | 量能: 放量 (2.42X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),14.08,14.01,2.42X
603901,永创智能,2025-12-09,13.83,-0.58%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,12.96,12.12,0.87X
605077,华康股份,2025-12-09,14.95,-2.29%,"形态: 两连阴 (-0.26%, -0.58%)",16.33,17.49,1.43X
002614,奥佳华,2025-12-09,8.15,2.00%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.64X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),7.49,7.05,1.64X
001360,南矿集团,2025-12-09,20.7,-0.10%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.51X) | 形态: 10日内有涨停 | 趋势: 高于MA20,17.12,16.41,1.51X
603036,如通股份,2025-12-08,21.59,-4.13%,趋势: 高于MA20,20.99,21.56,1.49X
