Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
605086,龙高股份,2025-11-28,33.99,10.00%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.96X) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.70%, -0.58%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",28.40,26.43,1.96X
