Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
600058,五矿发展,2025-12-22,9.91,0.51%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),9.02,9.13,0.82X
002284,亚太股份,2025-12-22,15.05,10.01%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),12.60,12.90,1.09X
600141,兴发集团,2025-12-22,33.91,0.92%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),32.15,30.40,0.78X
603124,江南新材,2025-12-22,79.33,2.65%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),73.61,80.45,0.88X
000906,浙商中拓,2025-12-22,6.12,3.03%,量能: 放量 (2.58X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),5.95,6.10,2.58X
000717,中南股份,2025-12-22,2.66,1.14%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),2.57,2.70,1.22X
002196,方正电机,2025-12-22,12.62,2.77%,动量: 突破转强 (阳线上穿5/10),12.77,11.80,1.49X
002432,九安医疗,2025-12-22,41.14,-1.30%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,41.07,40.69,0.70X
002880,卫光生物,2025-12-22,26.43,2.05%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),26.06,26.80,1.48X
000582,北部湾港,2025-12-22,9.52,4.39%,趋势: 多头排列 (5>20>60) | 量能: 放量 (2.27X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.94,8.83,2.27X
601187,厦门银行,2025-12-22,7.71,-1.41%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,7.46,7.08,0.80X
002017,东信和平,2025-12-22,21.47,2.19%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),21.11,22.94,0.71X
603739,蔚蓝生物,2025-12-22,14.41,0.14%,动量: 突破转强 (阳线上穿5/10),14.66,14.65,1.08X
603176,汇通集团,2025-12-22,5.32,0.76%,动量: 突破转强 (阳线上穿5/10),5.74,5.97,0.93X
000838,财信发展,2025-12-22,3.26,-1.21%,形态: 10日内有涨停,3.63,3.21,0.62X
600179,安通控股,2025-12-22,4.47,10.10%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),4.17,4.17,1.21X
