Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
600058,五矿发展,2025-12-15,9.21,0.33%,形态: 10日内有涨停 | 趋势: 高于MA20,8.83,9.10,0.47X
002284,亚太股份,2025-12-15,12.42,0.16%,"形态: 两连阴 (-0.63%, -1.04%) | 趋势: 高于MA20",12.22,12.84,0.98X
600644,乐山电力,2025-12-15,10.44,-0.57%,趋势: 高于MA20,10.34,10.96,1.16X
000560,我爱我家,2025-12-15,2.89,-0.69%,"形态: 两连阴 (-3.92%, -1.02%)",3.05,3.00,0.41X
600141,兴发集团,2025-12-15,31.3,-0.16%,"形态: 两连阴 (-1.12%, -1.57%)",32.16,29.97,0.93X
000906,浙商中拓,2025-12-15,5.83,0.69%,"形态: 两连阴 (-2.18%, -0.52%)",5.98,6.12,0.94X
002432,九安医疗,2025-12-15,41.39,2.68%,量能: 放量 (2.18X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),41.19,40.48,2.18X
002880,卫光生物,2025-12-15,25.53,-0.16%,"形态: 两连阴 (-0.96%, -0.51%)",26.33,26.94,0.74X
000596,古井贡酒,2025-12-15,146.96,1.02%,"形态: 两连阴 (-1.63%, -1.31%)",158.67,158.08,1.04X
000582,北部湾港,2025-12-15,8.95,1.36%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.88%, -0.45%) | 趋势: 高于MA20",8.87,8.79,1.09X
601187,厦门银行,2025-12-15,7.56,0.00%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,7.31,6.97,1.11X
600196,复星医药,2025-12-15,27.93,-1.24%,趋势: 高于MA20,27.48,28.74,0.59X
603739,蔚蓝生物,2025-12-15,14.2,0.00%,"形态: 两连阴 (-1.45%, -0.63%)",14.96,14.65,0.86X
603176,汇通集团,2025-12-15,5.21,-0.95%,"形态: 两连阴 (-2.21%, -1.13%)",5.92,6.07,0.54X
000838,财信发展,2025-12-15,3.9,2.63%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.77%, -0.78%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",3.65,3.17,0.92X
600179,安通控股,2025-12-15,4.04,-2.88%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-4.26%, -2.58%)",4.21,4.13,0.70X
002946,新乳业,2025-12-15,17.78,2.77%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),17.09,17.25,1.30X
002104,恒宝股份,2025-12-15,18.53,-0.38%,趋势: 高于MA20,18.46,20.63,1.21X
000530,冰山冷热,2025-12-15,7.91,-3.42%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,7.02,6.77,0.74X
000811,冰轮环境,2025-12-15,16.93,-6.98%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,14.72,14.31,0.71X
603901,永创智能,2025-12-15,14.01,3.01%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.71%, -2.09%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",13.16,12.33,1.04X
600439,瑞贝卡,2025-12-15,2.72,0.00%,"形态: 两连阴 (-4.12%, -2.51%)",2.97,2.98,0.80X
605077,华康股份,2025-12-15,14.68,1.24%,"形态: 两连阴 (-1.42%, -0.75%)",15.69,17.23,0.63X
002614,奥佳华,2025-12-15,7.32,0.97%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-6.65%, -2.55%)",7.51,7.09,0.36X
